Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.195132,0.140285,0.186123,0.100378,0.284520,-0.231087,0.771939,0.184142,1.003026,0.718923,0.230025,-0.015527
Leeward,-0.649790,0.103845,-0.639717,-0.713631,-0.575033,-1.186656,-0.390129,0.138598,0.796527,0.159813,-0.640708,0.850702
SideRight,0.364532,0.131593,0.353422,0.271517,0.449094,-0.003978,0.970146,0.177577,0.974124,0.360993,0.466251,0.261552
SideLeft,-0.631879,0.097209,-0.620797,-0.690999,-0.563848,-1.174993,-0.383821,0.127151,0.791173,0.153842,-0.576234,0.449463
