Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.654118,0.175601,0.644772,0.529163,0.773678,0.130764,1.241997,0.244514,1.111233,0.268454,0.256751,-0.183386
Leeward,-0.626905,0.128198,-0.610380,-0.703404,-0.536850,-1.513679,-0.309440,0.166554,1.204239,0.204493,-0.807971,1.612365
SideRight,-0.945162,0.244557,-0.927391,-1.100101,-0.772432,-2.083686,-0.121021,0.327668,1.962665,0.258746,-0.379574,0.196528
SideLeft,-0.820217,0.209623,-0.784578,-0.930995,-0.671856,-2.427785,-0.360272,0.259138,2.067513,0.255570,-1.146648,2.706645
