Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.494550,0.151784,0.489102,0.389513,0.591185,0.068630,1.081214,0.201673,1.012584,0.306913,0.287880,0.108914
Leeward,-0.564116,0.077807,-0.564317,-0.612842,-0.511693,-0.924263,-0.294757,0.101149,0.629506,0.137928,-0.153229,0.458973
SideRight,-0.381165,0.229052,-0.356077,-0.526761,-0.218822,-1.515663,0.285456,0.307939,1.801119,0.600925,-0.501873,0.354043
SideLeft,-0.616353,0.099538,-0.605472,-0.670246,-0.549557,-1.105807,-0.319214,0.120690,0.786594,0.161495,-0.690382,1.076513
