Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.577208,0.170988,0.565998,0.451150,0.685750,0.151942,1.192470,0.234600,1.040528,0.296233,0.398306,-0.164380
Leeward,-0.644089,0.118753,-0.631709,-0.710542,-0.562264,-1.450456,-0.357950,0.148278,1.092506,0.184373,-0.947051,2.372660
SideRight,-0.908005,0.249324,-0.877616,-1.047142,-0.729792,-2.284086,-0.266151,0.317349,2.017936,0.274584,-0.828056,1.273677
SideLeft,-0.771214,0.213731,-0.737647,-0.889051,-0.616276,-1.994273,-0.294938,0.272776,1.699334,0.277136,-1.004909,1.617313
