Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,-0.146108,0.112054,-0.142288,-0.218993,-0.068591,-0.813716,0.228423,0.150402,1.042138,0.766926,-0.350759,0.857099
Leeward,-0.614275,0.099439,-0.605104,-0.671351,-0.547516,-1.117365,-0.341730,0.123835,0.775635,0.161880,-0.565340,0.802207
SideRight,0.522245,0.167225,0.503420,0.405287,0.626201,0.109186,1.343471,0.220915,1.234285,0.320204,0.611767,0.594537
SideLeft,-0.464081,0.076483,-0.460876,-0.513762,-0.410034,-0.805918,-0.180136,0.103728,0.625782,0.164804,-0.336470,0.337587
