Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,-0.644783,0.126376,-0.634520,-0.721365,-0.559255,-1.217252,-0.232003,0.162110,0.985249,0.195997,-0.372826,0.403159
Leeward,-0.404414,0.131354,-0.395860,-0.483620,-0.314384,-0.982200,0.017481,0.169236,0.999681,0.324801,-0.478099,0.614923
SideRight,0.524859,0.156474,0.510949,0.409108,0.626693,0.127892,1.190791,0.217585,1.062898,0.298127,0.497980,0.224504
SideLeft,-0.358207,0.077460,-0.350972,-0.407622,-0.302616,-0.686427,-0.127258,0.105006,0.559169,0.216244,-0.440164,0.131249
