Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.516607,0.168333,0.494679,0.398851,0.610769,-0.024023,1.328894,0.211918,1.352917,0.325843,0.722302,0.853218
Leeward,-0.608126,0.093667,-0.598530,-0.660320,-0.543676,-1.149111,-0.324895,0.116644,0.824216,0.154026,-0.860086,1.871770
SideRight,-0.100214,0.165207,-0.096092,-0.209162,0.014083,-0.825610,0.422772,0.223245,1.248382,1.648546,-0.244488,0.214517
SideLeft,-0.694244,0.116563,-0.678407,-0.759691,-0.612717,-1.539402,-0.339958,0.146974,1.199444,0.167899,-1.020103,2.455556
