Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.687943,0.191918,0.677169,0.547348,0.815761,0.172536,1.450290,0.268412,1.277754,0.278973,0.305624,-0.170223
Leeward,-0.620088,0.120122,-0.609603,-0.692670,-0.534266,-1.411715,-0.261876,0.158404,1.149839,0.193718,-0.754762,1.835620
SideRight,-0.959010,0.238615,-0.944314,-1.113967,-0.786755,-1.891118,-0.355302,0.327212,1.535816,0.248814,-0.324318,-0.196709
SideLeft,-0.846275,0.202310,-0.812666,-0.948302,-0.700924,-1.901558,-0.362276,0.247378,1.539282,0.239059,-1.079321,1.646351
