Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,-0.537879,0.118629,-0.528133,-0.609516,-0.456809,-1.227898,-0.183986,0.152707,1.043912,0.220549,-0.646704,1.512683
Leeward,-0.679064,0.146973,-0.668911,-0.769609,-0.575540,-1.384760,-0.218551,0.194068,1.166210,0.216435,-0.396390,0.147457
SideRight,0.868236,0.239569,0.859181,0.692642,1.029961,0.220362,1.817031,0.337319,1.596669,0.275926,0.294973,-0.149886
SideLeft,-0.342454,0.062730,-0.338799,-0.381203,-0.298582,-0.660278,-0.101186,0.082621,0.559092,0.183178,-0.436275,0.568194
