Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.824152,0.230400,0.803427,0.659562,0.969947,0.236962,1.840681,0.310385,1.603719,0.279560,0.436373,0.100741
Leeward,-0.750385,0.125747,-0.740506,-0.825048,-0.662331,-1.434098,-0.396602,0.162716,1.037496,0.167577,-0.634790,1.073286
SideRight,-1.107352,0.267438,-1.081823,-1.255102,-0.919487,-3.137367,-0.410873,0.335615,2.726494,0.241511,-0.804058,1.822581
SideLeft,-0.945699,0.247048,-0.917609,-1.078390,-0.776051,-2.602237,-0.256973,0.302339,2.345264,0.261233,-0.908398,1.947746
