Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,-0.011984,0.127390,-0.014192,-0.097626,0.070991,-0.436988,0.561753,0.168616,0.998741,10.630353,0.141319,0.118314
Leeward,-1.032613,0.155327,-1.019760,-1.130728,-0.923183,-1.713586,-0.616601,0.207545,1.096985,0.150422,-0.407335,0.132009
SideRight,0.735008,0.217442,0.717803,0.585348,0.871530,0.142152,1.650830,0.286183,1.508678,0.295837,0.439122,0.270521
SideLeft,-0.676020,0.121959,-0.673505,-0.757135,-0.587784,-1.100749,-0.311009,0.169351,0.789740,0.180408,-0.157735,-0.227100
