alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,2_1_4,15,SideRight,-0.876047,0.239415,-1.938019,-0.218287,-1.019916,-0.857680,-0.705916,0.314001,1.719733,0.273290,-0.504666,0.425367
Alpha1_4,2_1_4,15,Leeward,-0.581775,0.108520,-1.351724,-0.292592,-0.644506,-0.567949,-0.505897,0.138608,1.059131,0.186533,-0.963107,2.333805
Alpha1_4,2_1_4,15,SideLeft,-0.700155,0.175456,-1.676211,-0.318184,-0.792047,-0.672734,-0.576242,0.215804,1.358027,0.250596,-1.126548,2.217163
Alpha1_4,2_1_4,20,Windward,0.548128,0.181692,0.034210,1.260379,0.425562,0.538400,0.665571,0.240009,1.226169,0.331477,0.269000,0.080745
Alpha1_4,2_1_4,20,SideRight,-0.810320,0.266326,-1.959595,0.020615,-0.976430,-0.791874,-0.628711,0.347719,1.980210,0.328668,-0.383293,0.476110
Alpha1_4,2_1_4,20,Leeward,-0.584611,0.102269,-1.139662,-0.318074,-0.647504,-0.571136,-0.514021,0.133483,0.821589,0.174935,-0.757740,1.299614
Alpha1_4,2_1_4,20,SideLeft,-0.682517,0.171251,-1.677132,-0.310664,-0.752390,-0.648081,-0.571074,0.181316,1.366468,0.250911,-1.627687,4.348667
Alpha1_4,2_1_4,25,Windward,0.511761,0.158463,0.043434,1.184984,0.398815,0.493928,0.608716,0.209901,1.141550,0.309642,0.492411,0.147799
Alpha1_4,2_1_4,25,SideRight,-0.604344,0.259751,-1.580330,0.092818,-0.785909,-0.588511,-0.413631,0.372278,1.673149,0.429807,-0.260969,-0.322611
Alpha1_4,2_1_4,25,Leeward,-0.551173,0.087873,-1.077182,-0.322052,-0.603510,-0.538759,-0.488882,0.114628,0.755129,0.159428,-0.782054,1.280688
Alpha1_4,2_1_4,25,SideLeft,-0.627475,0.122322,-1.776976,-0.340784,-0.685276,-0.610685,-0.545226,0.140050,1.436192,0.194943,-1.556348,6.900626
Alpha1_4,2_1_4,30,Windward,0.480233,0.171915,0.047667,1.210041,0.352390,0.466639,0.592939,0.240550,1.162375,0.357983,0.424681,-0.006978
Alpha1_4,2_1_4,30,SideRight,-0.368438,0.228247,-1.441106,0.281675,-0.512871,-0.355305,-0.201429,0.311442,1.722781,0.619498,-0.441777,0.325653
Alpha1_4,2_1_4,30,Leeward,-0.540563,0.085793,-0.988434,-0.306645,-0.591184,-0.531449,-0.481065,0.110119,0.681789,0.158710,-0.718931,1.234728
Alpha1_4,2_1_4,30,SideLeft,-0.604578,0.111271,-1.430946,-0.330599,-0.659440,-0.591167,-0.531084,0.128356,1.100347,0.184048,-1.296450,4.051456
Alpha1_4,2_1_4,35,Windward,0.432347,0.165723,-0.013003,1.186281,0.315676,0.419337,0.531746,0.216070,1.199284,0.383309,0.507315,0.375521
Alpha1_4,2_1_4,35,SideRight,-0.168792,0.193003,-1.213355,0.432653,-0.280004,-0.164038,-0.038285,0.241719,1.646008,1.143431,-0.408524,0.755760
Alpha1_4,2_1_4,35,Leeward,-0.550677,0.083754,-0.939859,-0.321997,-0.596371,-0.541372,-0.492162,0.104209,0.617862,0.152092,-0.744184,0.903647
Alpha1_4,2_1_4,35,SideLeft,-0.595073,0.098539,-1.116137,-0.313009,-0.650874,-0.582961,-0.525863,0.125011,0.803127,0.165592,-0.748104,0.957336
Alpha1_4,2_1_4,40,Windward,0.364875,0.152401,-0.114502,1.032034,0.256510,0.352798,0.458727,0.202216,1.146536,0.417682,0.456873,0.185014
Alpha1_4,2_1_4,40,SideRight,0.012883,0.162978,-0.575476,0.621720,-0.096538,0.011814,0.116442,0.212979,1.197195,12.650701,0.100886,0.247948
Alpha1_4,2_1_4,40,Leeward,-0.558822,0.086952,-0.942115,-0.271779,-0.607030,-0.546765,-0.498484,0.108545,0.670337,0.155599,-0.794202,0.967971
Alpha1_4,2_1_4,40,SideLeft,-0.595369,0.102302,-1.078675,-0.348324,-0.657805,-0.581067,-0.521015,0.136790,0.730350,0.171829,-0.772248,0.866917
Alpha1_4,2_1_4,45,Windward,0.308650,0.138010,-0.072048,0.985695,0.212799,0.300817,0.392231,0.179432,1.057743,0.447143,0.497384,0.657864
Alpha1_4,2_1_4,45,SideRight,0.142366,0.159289,-0.392568,0.738093,0.031182,0.140485,0.246889,0.215707,1.130660,1.118868,0.128783,0.033901
Alpha1_4,2_1_4,45,Leeward,-0.572830,0.082377,-0.914837,-0.338528,-0.624844,-0.566086,-0.512910,0.111933,0.576309,0.143807,-0.479585,0.229843
Alpha1_4,2_1_4,45,SideLeft,-0.585585,0.095706,-1.171510,-0.309348,-0.637067,-0.575684,-0.520641,0.116426,0.862161,0.163437,-0.935076,2.259100
Alpha1_4,2_1_4,50,Windward,0.233252,0.128425,-0.160119,0.724361,0.140953,0.226561,0.318152,0.177199,0.884480,0.550584,0.258887,-0.038363
Alpha1_4,2_1_4,50,SideRight,0.240523,0.151233,-0.263995,1.007777,0.138334,0.227056,0.328749,0.190415,1.271772,0.628769,0.485474,0.627507
Alpha1_4,2_1_4,50,Leeward,-0.563993,0.087401,-0.998429,-0.311344,-0.615279,-0.554760,-0.503943,0.111336,0.687085,0.154969,-0.674037,0.821864
Alpha1_4,2_1_4,50,SideLeft,-0.544064,0.093637,-1.058221,-0.279630,-0.598241,-0.534855,-0.479720,0.118522,0.778591,0.172106,-0.733453,1.301936
Alpha1_4,2_1_4,55,Windward,0.157960,0.123572,-0.207851,0.678176,0.072312,0.147191,0.236352,0.164040,0.886027,0.782301,0.392772,0.045684
Alpha1_4,2_1_4,55,SideRight,0.329952,0.153505,-0.070318,0.998653,0.224159,0.315202,0.422494,0.198335,1.068971,0.465234,0.561942,0.571763
Alpha1_4,2_1_4,55,Leeward,-0.604661,0.090066,-0.972267,-0.341459,-0.660265,-0.597318,-0.539806,0.120458,0.630808,0.148952,-0.478833,0.265908
Alpha1_4,2_1_4,55,SideLeft,-0.553792,0.101087,-1.309411,-0.285138,-0.602837,-0.541884,-0.488482,0.114355,1.024273,0.182535,-1.412175,5.240020
Alpha1_4,2_1_4,60,Windward,0.069527,0.123039,-0.360974,0.494726,-0.018722,0.068757,0.157186,0.175908,0.855700,1.769641,0.024326,-0.230622
Alpha1_4,2_1_4,60,SideRight,0.407555,0.158790,-0.136956,1.104220,0.294851,0.401424,0.509562,0.214712,1.241177,0.389617,0.261308,0.072350
Alpha1_4,2_1_4,60,Leeward,-0.629310,0.099270,-1.012927,-0.376325,-0.690483,-0.615708,-0.556757,0.133726,0.636603,0.157744,-0.572173,0.099884
Alpha1_4,2_1_4,60,SideLeft,-0.536002,0.091979,-1.110780,-0.289803,-0.588192,-0.526785,-0.472711,0.115481,0.820977,0.171602,-0.916964,2.267025
Alpha1_4,2_1_4,65,Windward,-0.021963,0.116796,-0.496203,0.430156,-0.098178,-0.024916,0.052231,0.150409,0.926359,5.317814,0.076044,0.382364
Alpha1_4,2_1_4,65,SideRight,0.471882,0.169599,0.032863,1.102439,0.350637,0.459360,0.581797,0.231160,1.069575,0.359410,0.379869,-0.091173
Alpha1_4,2_1_4,65,Leeward,-0.627594,0.110908,-1.162831,-0.341267,-0.688096,-0.616182,-0.552294,0.135802,0.821564,0.176720,-0.779044,1.241445
Alpha1_4,2_1_4,65,SideLeft,-0.488788,0.086304,-0.919577,-0.240462,-0.538989,-0.482952,-0.428681,0.110308,0.679115,0.176567,-0.597219,0.784287
Alpha1_4,2_1_4,70,Windward,-0.142409,0.116235,-0.596263,0.263064,-0.216755,-0.135309,-0.064005,0.152750,0.859326,0.816205,-0.235970,0.259008
Alpha1_4,2_1_4,70,SideRight,0.508267,0.182411,-0.016419,1.171418,0.375433,0.501447,0.627837,0.252405,1.187837,0.358889,0.280109,-0.136609
Alpha1_4,2_1_4,70,Leeward,-0.655468,0.131420,-1.262576,-0.323547,-0.738487,-0.640941,-0.560130,0.178357,0.939029,0.200498,-0.585105,0.395186
Alpha1_4,2_1_4,70,SideLeft,-0.474898,0.090832,-0.960938,-0.193203,-0.530206,-0.467831,-0.412575,0.117631,0.767736,0.191266,-0.495501,0.655128
Alpha1_4,2_1_4,75,Windward,-0.258331,0.123591,-0.772764,0.196339,-0.336113,-0.250059,-0.173193,0.162919,0.969103,0.478420,-0.287768,0.170247
Alpha1_4,2_1_4,75,SideRight,0.559183,0.185953,0.073028,1.367798,0.421834,0.552540,0.676322,0.254488,1.294770,0.332545,0.373631,0.061427
Alpha1_4,2_1_4,75,Leeward,-0.660257,0.122332,-1.184921,-0.333255,-0.735620,-0.649880,-0.573080,0.162540,0.851665,0.185279,-0.515636,0.326647
Alpha1_4,2_1_4,75,SideLeft,-0.432474,0.085729,-0.781018,-0.168361,-0.488047,-0.428819,-0.369822,0.118225,0.612658,0.198229,-0.305778,-0.103599
Alpha1_4,2_1_4,80,Windward,-0.395898,0.149907,-1.175899,0.099177,-0.482913,-0.384254,-0.294998,0.187915,1.275076,0.378649,-0.566713,0.988728
Alpha1_4,2_1_4,80,SideRight,0.561053,0.184847,0.033011,1.322963,0.425561,0.545784,0.679885,0.254324,1.289953,0.329464,0.429300,0.015046
Alpha1_4,2_1_4,80,Leeward,-0.693463,0.141288,-1.336135,-0.287555,-0.777936,-0.683736,-0.595653,0.182282,1.048580,0.203742,-0.562288,0.752903
Alpha1_4,2_1_4,80,SideLeft,-0.396060,0.088606,-0.816290,-0.161630,-0.450209,-0.387669,-0.331884,0.118325,0.654660,0.223718,-0.604805,0.494411
Alpha1_4,2_1_4,85,Windward,-0.509517,0.148729,-1.299962,-0.031197,-0.597119,-0.496617,-0.405284,0.191836,1.268765,0.291903,-0.580236,0.768193
Alpha1_4,2_1_4,85,SideRight,0.554710,0.184073,-0.007686,1.396445,0.423871,0.541291,0.671925,0.248053,1.404131,0.331836,0.417179,0.169379
Alpha1_4,2_1_4,85,Leeward,-0.687823,0.147814,-1.466716,-0.194999,-0.778524,-0.681986,-0.587427,0.191097,1.271716,0.214902,-0.308860,0.497669
Alpha1_4,2_1_4,85,SideLeft,-0.343409,0.078619,-0.741776,-0.121791,-0.391803,-0.333618,-0.286214,0.105589,0.619985,0.228937,-0.656653,0.624261
Alpha1_4,2_1_4,90,Windward,-0.631364,0.151716,-1.169469,-0.236603,-0.734358,-0.624793,-0.519022,0.215336,0.932866,0.240299,-0.262873,-0.298453
Alpha1_4,2_1_4,90,SideRight,0.584360,0.171900,0.114898,1.172170,0.461782,0.572436,0.701979,0.240196,1.057272,0.294169,0.270199,-0.284556
Alpha1_4,2_1_4,90,Leeward,-0.646754,0.149782,-1.205690,-0.187468,-0.741846,-0.634859,-0.540594,0.201252,1.018223,0.231590,-0.363169,0.051241
Alpha1_4,2_1_4,90,SideLeft,-0.303071,0.063557,-0.610375,-0.109084,-0.341655,-0.296678,-0.258049,0.083606,0.501291,0.209711,-0.589972,0.578788
Alpha1_4,2_1_4,95,Windward,-0.682711,0.144015,-1.366251,-0.299911,-0.768641,-0.671727,-0.585900,0.182741,1.066340,0.210946,-0.575217,0.849894
Alpha1_4,2_1_4,95,SideRight,0.543351,0.178780,0.065695,1.245041,0.417283,0.529318,0.656042,0.238759,1.179347,0.329033,0.461600,0.208772
Alpha1_4,2_1_4,95,Leeward,-0.543983,0.159364,-1.229884,-0.100824,-0.640744,-0.529290,-0.429595,0.211150,1.129060,0.292958,-0.559797,0.367850
Alpha1_4,2_1_4,95,SideLeft,-0.314454,0.065416,-0.734670,-0.093722,-0.349920,-0.308091,-0.270331,0.079589,0.640947,0.208029,-0.937674,2.441198
Alpha1_4,2_1_4,100,Windward,-0.702068,0.144696,-1.276444,-0.291916,-0.791783,-0.696748,-0.599518,0.192265,0.984528,0.206100,-0.328787,0.131864
Alpha1_4,2_1_4,100,SideRight,0.563189,0.195153,0.038461,1.269724,0.419402,0.547537,0.689898,0.270496,1.231264,0.346514,0.394501,-0.095489
Alpha1_4,2_1_4,100,Leeward,-0.443297,0.162735,-1.155173,0.028147,-0.542150,-0.432655,-0.328102,0.214048,1.183320,0.367100,-0.476140,0.420509
Alpha1_4,2_1_4,100,SideLeft,-0.370832,0.085233,-0.761882,-0.154116,-0.422088,-0.361194,-0.309124,0.112965,0.607766,0.229843,-0.672946,0.639555
