alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,2_1_4,0,Windward,0.571321,0.198846,0.106290,1.395369,0.421907,0.555887,0.706227,0.284319,1.289078,0.348046,0.433052,-0.078565
Alpha1_4,2_1_4,0,SideRight,-0.831279,0.236118,-2.212095,-0.276731,-0.971438,-0.799194,-0.667297,0.304141,1.935364,0.284042,-0.769810,1.042239
Alpha1_4,2_1_4,0,Leeward,-0.640295,0.117156,-1.158279,-0.316293,-0.705636,-0.625691,-0.558548,0.147087,0.841985,0.182971,-0.760258,0.843479
Alpha1_4,2_1_4,0,SideLeft,-0.867245,0.255635,-2.247587,-0.254388,-1.004203,-0.832611,-0.688852,0.315351,1.993199,0.294767,-0.810964,0.921601
Alpha1_4,2_1_4,5,Windward,0.563854,0.184827,0.011965,1.265755,0.426385,0.550021,0.692122,0.265737,1.253790,0.327792,0.308356,-0.240528
Alpha1_4,2_1_4,5,SideRight,-0.882092,0.254998,-2.032082,-0.259536,-1.036518,-0.847597,-0.696647,0.339871,1.772545,0.289083,-0.728186,0.727685
Alpha1_4,2_1_4,5,Leeward,-0.642745,0.116256,-1.220523,-0.308715,-0.714998,-0.633327,-0.561946,0.153052,0.911808,0.180874,-0.496920,0.544013
Alpha1_4,2_1_4,5,SideLeft,-0.834226,0.238608,-2.034852,-0.278442,-0.967304,-0.798465,-0.665067,0.302237,1.756409,0.286023,-0.891464,1.108258
Alpha1_4,2_1_4,10,Windward,0.563478,0.181663,0.097885,1.251987,0.433446,0.546643,0.679638,0.246192,1.154102,0.322397,0.426518,0.017638
Alpha1_4,2_1_4,10,SideRight,-0.913642,0.258610,-2.155183,-0.201092,-1.062368,-0.886941,-0.734846,0.327523,1.954091,0.283054,-0.704726,0.984178
Alpha1_4,2_1_4,10,Leeward,-0.625451,0.126553,-1.243206,-0.279850,-0.697801,-0.607594,-0.534760,0.163041,0.963356,0.202338,-0.826317,1.036174
Alpha1_4,2_1_4,10,SideLeft,-0.775092,0.219335,-1.996866,-0.269948,-0.881997,-0.729570,-0.623531,0.258466,1.726918,0.282979,-1.187337,2.062939
Alpha1_4,2_1_4,15,Windward,0.556552,0.181023,0.067510,1.252927,0.429105,0.544520,0.667655,0.238549,1.185417,0.325258,0.436332,0.237756
