Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.571321,0.198846,0.555887,0.421907,0.706227,0.106290,1.395369,0.284319,1.289078,0.348046,0.433052,-0.078565
Leeward,-0.640295,0.117156,-0.625691,-0.705636,-0.558548,-1.158279,-0.316293,0.147087,0.841985,0.182971,-0.760258,0.843479
SideRight,-0.831279,0.236118,-0.799194,-0.971438,-0.667297,-2.212095,-0.276731,0.304141,1.935364,0.284042,-0.769810,1.042239
SideLeft,-0.867245,0.255635,-0.832611,-1.004203,-0.688852,-2.247587,-0.254388,0.315351,1.993199,0.294767,-0.810964,0.921601
