Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.456091,0.168512,0.438046,0.333366,0.558699,-0.033452,1.299266,0.225333,1.332717,0.369470,0.563378,0.289185
Leeward,-0.558216,0.106466,-0.546065,-0.616132,-0.483589,-1.248769,-0.283317,0.132542,0.965452,0.190725,-1.022923,2.542990
SideRight,-0.120630,0.156767,-0.111170,-0.213774,-0.016251,-0.967223,0.415071,0.197523,1.382294,1.299566,-0.420140,0.773949
SideLeft,-0.630138,0.116612,-0.617813,-0.696327,-0.549032,-1.257767,-0.325988,0.147295,0.931778,0.185058,-0.762658,1.150037
