alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,2_1_3,20,SideRight,-0.736827,0.284658,-1.827989,0.109314,-0.925491,-0.718027,-0.530528,0.394962,1.937303,0.386330,-0.306165,-0.054498
Alpha1_4,2_1_3,20,Leeward,-0.544849,0.103289,-1.248657,-0.267854,-0.607227,-0.535390,-0.471514,0.135714,0.980804,0.189574,-0.870408,2.363696
Alpha1_4,2_1_3,20,SideLeft,-0.678586,0.163293,-1.696931,-0.228286,-0.765840,-0.647804,-0.562300,0.203540,1.468645,0.240637,-1.048012,1.632470
Alpha1_4,2_1_3,25,Windward,0.492708,0.190457,-0.014099,1.318540,0.356495,0.469848,0.608266,0.251771,1.332640,0.386551,0.590108,0.364978
Alpha1_4,2_1_3,25,SideRight,-0.557098,0.271186,-1.695709,0.213469,-0.735050,-0.541627,-0.360712,0.374339,1.909178,0.486784,-0.366118,0.130831
Alpha1_4,2_1_3,25,Leeward,-0.550185,0.092320,-1.006165,-0.261813,-0.607415,-0.541021,-0.485428,0.121987,0.744353,0.167798,-0.644912,1.013012
Alpha1_4,2_1_3,25,SideLeft,-0.660237,0.141032,-1.434430,-0.313090,-0.730522,-0.641073,-0.563896,0.166626,1.121340,0.213608,-1.159435,2.555103
Alpha1_4,2_1_3,30,Windward,0.461461,0.195433,0.039602,1.341780,0.317465,0.437417,0.581790,0.264325,1.302178,0.423509,0.665033,0.413833
Alpha1_4,2_1_3,30,SideRight,-0.336305,0.261098,-1.546221,0.369020,-0.502274,-0.311519,-0.152719,0.349555,1.915242,0.776374,-0.464302,0.203737
Alpha1_4,2_1_3,30,Leeward,-0.535600,0.097389,-0.974045,-0.290778,-0.596486,-0.519553,-0.465400,0.131087,0.683268,0.181832,-0.639672,0.256598
Alpha1_4,2_1_3,30,SideLeft,-0.624520,0.141897,-2.313143,-0.281157,-0.687882,-0.602206,-0.535194,0.152687,2.031986,0.227209,-2.316662,14.943292
Alpha1_4,2_1_3,35,Windward,0.327412,0.145364,-0.056097,0.881918,0.222636,0.311769,0.421663,0.199026,0.938015,0.443981,0.424895,-0.046987
Alpha1_4,2_1_3,35,SideRight,-0.100648,0.173870,-0.792693,0.558640,-0.207726,-0.093845,0.014967,0.222693,1.351333,1.727505,-0.233047,0.295382
Alpha1_4,2_1_3,35,Leeward,-0.491537,0.077607,-0.906472,-0.266206,-0.536175,-0.483426,-0.437960,0.098214,0.640266,0.157886,-0.681017,1.015008
Alpha1_4,2_1_3,35,SideLeft,-0.559072,0.101942,-1.059518,-0.255736,-0.614537,-0.546084,-0.488248,0.126290,0.803782,0.182342,-0.782915,0.957969
Alpha1_4,2_1_3,40,Windward,0.365502,0.172750,-0.111352,1.174549,0.238146,0.351994,0.477513,0.239368,1.285901,0.472637,0.453925,0.140941
Alpha1_4,2_1_3,40,SideRight,-0.014248,0.174712,-0.941395,0.739662,-0.126110,-0.012323,0.101414,0.227525,1.681057,12.261830,-0.164782,0.756488
Alpha1_4,2_1_3,40,Leeward,-0.547930,0.094010,-0.999409,-0.313651,-0.600757,-0.535587,-0.480383,0.120374,0.685759,0.171572,-0.898052,1.282682
Alpha1_4,2_1_3,40,SideLeft,-0.590281,0.116772,-1.352176,-0.291668,-0.658224,-0.575382,-0.506636,0.151589,1.060509,0.197824,-0.868089,1.599252
Alpha1_4,2_1_3,45,Windward,0.306285,0.158040,-0.148320,1.025872,0.190014,0.294118,0.406502,0.216488,1.174191,0.515990,0.471203,0.086982
Alpha1_4,2_1_3,45,SideRight,0.130412,0.170623,-0.422494,0.785800,0.020619,0.127032,0.234647,0.214028,1.208294,1.308333,0.185978,0.238507
Alpha1_4,2_1_3,45,Leeward,-0.566141,0.098432,-1.082134,-0.276652,-0.623291,-0.556195,-0.495342,0.127950,0.805482,0.173865,-0.758822,1.117759
Alpha1_4,2_1_3,45,SideLeft,-0.576370,0.124316,-1.434276,-0.259588,-0.631142,-0.558087,-0.495466,0.135676,1.174688,0.215688,-1.535587,4.734724
Alpha1_4,2_1_3,50,Windward,0.236163,0.148848,-0.277910,0.902578,0.131932,0.220758,0.328795,0.196863,1.180488,0.630279,0.527315,0.528151
Alpha1_4,2_1_3,50,SideRight,0.250553,0.171850,-0.306367,1.069084,0.128784,0.236527,0.358298,0.229514,1.375451,0.685882,0.478317,0.454226
Alpha1_4,2_1_3,50,Leeward,-0.588499,0.109495,-1.129044,-0.307737,-0.655039,-0.571607,-0.510290,0.144749,0.821307,0.186059,-0.677377,0.468459
Alpha1_4,2_1_3,50,SideLeft,-0.553693,0.106801,-1.112659,-0.255859,-0.613301,-0.542433,-0.479069,0.134232,0.856801,0.192888,-0.773739,1.146164
Alpha1_4,2_1_3,55,Windward,0.150594,0.138597,-0.227470,0.764482,0.052072,0.143017,0.238791,0.186720,0.991952,0.920338,0.347966,0.034803
Alpha1_4,2_1_3,55,SideRight,0.311616,0.174005,-0.227654,1.263750,0.190695,0.291259,0.418100,0.227405,1.491404,0.558395,0.617715,1.081599
Alpha1_4,2_1_3,55,Leeward,-0.606934,0.103769,-1.039471,-0.281446,-0.666928,-0.598585,-0.535800,0.131129,0.758024,0.170972,-0.450188,0.294324
Alpha1_4,2_1_3,55,SideLeft,-0.529504,0.097948,-1.059980,-0.243062,-0.582716,-0.518758,-0.463166,0.119551,0.816918,0.184981,-0.747631,1.199842
Alpha1_4,2_1_3,60,Windward,0.057544,0.131557,-0.477298,0.588209,-0.032357,0.056011,0.143775,0.176132,1.065507,2.286201,0.139117,0.174349
Alpha1_4,2_1_3,60,SideRight,0.382204,0.175771,-0.069382,1.209110,0.255820,0.363017,0.491213,0.235393,1.278492,0.459888,0.614894,0.510626
Alpha1_4,2_1_3,60,Leeward,-0.623694,0.112381,-1.164293,-0.300471,-0.691425,-0.613594,-0.542850,0.148575,0.863822,0.180187,-0.570609,0.516250
Alpha1_4,2_1_3,60,SideLeft,-0.505127,0.093208,-1.128008,-0.252896,-0.555376,-0.494422,-0.439236,0.116141,0.875112,0.184525,-1.060965,2.717469
Alpha1_4,2_1_3,65,Windward,-0.023840,0.130414,-0.648599,0.504618,-0.111312,-0.029368,0.055746,0.167058,1.153217,5.470424,0.224654,0.568612
Alpha1_4,2_1_3,65,SideRight,0.423676,0.180465,-0.062647,1.213448,0.293554,0.404461,0.535810,0.242256,1.276095,0.425950,0.500109,0.055761
Alpha1_4,2_1_3,65,Leeward,-0.647751,0.119190,-1.214591,-0.315338,-0.720693,-0.631293,-0.562851,0.157842,0.899253,0.184006,-0.701831,0.692535
Alpha1_4,2_1_3,65,SideLeft,-0.484194,0.086611,-0.916435,-0.252383,-0.534416,-0.475606,-0.423162,0.111254,0.664051,0.178877,-0.716203,0.990826
Alpha1_4,2_1_3,70,Windward,-0.138274,0.130942,-0.686365,0.377894,-0.223776,-0.137496,-0.050438,0.173337,1.064260,0.946970,-0.076761,0.082008
Alpha1_4,2_1_3,70,SideRight,0.485649,0.191483,-0.025923,1.357340,0.351203,0.460517,0.598457,0.247254,1.383263,0.394284,0.712978,0.779754
Alpha1_4,2_1_3,70,Leeward,-0.679974,0.129157,-1.234388,-0.258546,-0.755598,-0.667502,-0.590792,0.164805,0.975842,0.189944,-0.596311,0.712431
Alpha1_4,2_1_3,70,SideLeft,-0.457001,0.081223,-0.785264,-0.179855,-0.508600,-0.451840,-0.399230,0.109370,0.605409,0.177730,-0.341888,-0.047507
Alpha1_4,2_1_3,75,Windward,-0.230186,0.126731,-0.749825,0.156583,-0.303077,-0.219646,-0.147023,0.156055,0.906408,0.550560,-0.501537,0.669543
Alpha1_4,2_1_3,75,SideRight,0.490435,0.188867,-0.009717,1.277640,0.352460,0.473419,0.608852,0.256392,1.287357,0.385101,0.481049,0.133226
Alpha1_4,2_1_3,75,Leeward,-0.659823,0.135304,-1.312517,-0.288344,-0.747543,-0.647151,-0.561546,0.185997,1.024173,0.205062,-0.493482,0.225770
Alpha1_4,2_1_3,75,SideLeft,-0.391702,0.082028,-0.713877,-0.163034,-0.443126,-0.385797,-0.331635,0.111490,0.550844,0.209414,-0.443593,0.041016
Alpha1_4,2_1_3,80,Windward,-0.351642,0.137768,-0.955821,0.113774,-0.433633,-0.340472,-0.258500,0.175133,1.069595,0.391786,-0.484894,0.531498
Alpha1_4,2_1_3,80,SideRight,0.532464,0.202848,0.015563,1.413159,0.382568,0.512046,0.663244,0.280677,1.397596,0.380961,0.522906,0.152208
Alpha1_4,2_1_3,80,Leeward,-0.680959,0.147365,-1.307681,-0.306805,-0.772540,-0.659648,-0.575188,0.197352,1.000877,0.216407,-0.606677,0.334323
Alpha1_4,2_1_3,80,SideLeft,-0.362662,0.080058,-0.759916,-0.145299,-0.413441,-0.354486,-0.304512,0.108929,0.614618,0.220750,-0.581468,0.579174
Alpha1_4,2_1_3,85,Windward,-0.475988,0.146454,-1.122882,-0.032362,-0.565925,-0.463979,-0.374742,0.191183,1.090521,0.307683,-0.498097,0.538972
Alpha1_4,2_1_3,85,SideRight,0.534379,0.200910,0.052148,1.291846,0.390609,0.517568,0.665612,0.275003,1.239697,0.375969,0.419514,-0.078526
Alpha1_4,2_1_3,85,Leeward,-0.673785,0.160773,-1.370052,-0.124957,-0.774614,-0.663598,-0.562622,0.211992,1.245095,0.238612,-0.390428,0.372990
Alpha1_4,2_1_3,85,SideLeft,-0.324703,0.077315,-0.712648,-0.111011,-0.369772,-0.313133,-0.270169,0.099603,0.601637,0.238111,-0.677285,0.468733
Alpha1_4,2_1_3,90,Windward,-0.582489,0.167284,-1.372797,-0.112199,-0.681968,-0.561965,-0.468059,0.213910,1.260597,0.287188,-0.692548,0.838434
Alpha1_4,2_1_3,90,SideRight,0.563465,0.211619,0.068136,1.462503,0.409345,0.536890,0.697280,0.287936,1.394367,0.375567,0.630690,0.304945
Alpha1_4,2_1_3,90,Leeward,-0.620981,0.185349,-1.424948,-0.076065,-0.740270,-0.599899,-0.485736,0.254534,1.348883,0.298478,-0.526838,0.213731
Alpha1_4,2_1_3,90,SideLeft,-0.289151,0.068307,-0.618131,-0.074203,-0.328116,-0.281351,-0.241106,0.087010,0.543928,0.236232,-0.681101,0.689105
Alpha1_4,2_1_3,95,Windward,-0.655864,0.147956,-1.284870,-0.225639,-0.750136,-0.648755,-0.555661,0.194475,1.059231,0.225589,-0.355456,0.355297
Alpha1_4,2_1_3,95,SideRight,0.520383,0.185275,0.036669,1.288108,0.383194,0.508260,0.643553,0.260358,1.251440,0.356035,0.416725,0.050411
Alpha1_4,2_1_3,95,Leeward,-0.501257,0.157839,-1.148477,-0.058633,-0.607522,-0.486488,-0.384775,0.222747,1.089845,0.314887,-0.424093,0.029051
Alpha1_4,2_1_3,95,SideLeft,-0.298590,0.062921,-0.603976,-0.072014,-0.334037,-0.293258,-0.256224,0.077813,0.531962,0.210727,-0.625982,0.932548
Alpha1_4,2_1_3,100,Windward,-0.708293,0.153200,-1.412340,-0.239838,-0.805586,-0.699347,-0.603388,0.202198,1.172502,0.216295,-0.326648,0.232080
Alpha1_4,2_1_3,100,SideRight,0.537159,0.204822,0.040968,1.572188,0.385914,0.523223,0.669425,0.283511,1.531221,0.381307,0.473444,0.229562
Alpha1_4,2_1_3,100,Leeward,-0.426619,0.155821,-1.258606,0.107454,-0.517374,-0.415393,-0.318124,0.199250,1.366059,0.365245,-0.640434,1.128557
Alpha1_4,2_1_3,100,SideLeft,-0.355578,0.072960,-0.660888,-0.094838,-0.402802,-0.349611,-0.303882,0.098920,0.566050,0.205187,-0.334498,0.023191
