Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.236163,0.148848,0.220758,0.131932,0.328795,-0.277910,0.902578,0.196863,1.180488,0.630279,0.527315,0.528151
Leeward,-0.588499,0.109495,-0.571607,-0.655039,-0.510290,-1.129044,-0.307737,0.144749,0.821307,0.186059,-0.677377,0.468459
SideRight,0.250553,0.171850,0.236527,0.128784,0.358298,-0.306367,1.069084,0.229514,1.375451,0.685882,0.478317,0.454226
SideLeft,-0.553693,0.106801,-0.542433,-0.613301,-0.479069,-1.112659,-0.255859,0.134232,0.856801,0.192888,-0.773739,1.146164
