Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,-0.138274,0.130942,-0.137496,-0.223776,-0.050438,-0.686365,0.377894,0.173337,1.064260,0.946970,-0.076761,0.082008
Leeward,-0.679974,0.129157,-0.667502,-0.755598,-0.590792,-1.234388,-0.258546,0.164805,0.975842,0.189944,-0.596311,0.712431
SideRight,0.485649,0.191483,0.460517,0.351203,0.598457,-0.025923,1.357340,0.247254,1.383263,0.394284,0.712978,0.779754
SideLeft,-0.457001,0.081223,-0.451840,-0.508600,-0.399230,-0.785264,-0.179855,0.109370,0.605409,0.177730,-0.341888,-0.047507
