Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.686868,0.311228,0.647251,0.451846,0.879470,-0.004630,1.907279,0.427624,1.911910,0.453111,0.592149,0.005736
Leeward,-0.741038,0.159262,-0.725271,-0.843544,-0.620878,-1.382882,-0.322873,0.222666,1.060009,0.214917,-0.512905,-0.017147
SideRight,-1.162470,0.356099,-1.135974,-1.381244,-0.908625,-2.666691,-0.221082,0.472619,2.445609,0.306330,-0.431274,0.175315
SideLeft,-1.049496,0.299869,-1.008611,-1.218829,-0.829545,-2.327175,-0.301776,0.389284,2.025399,0.285727,-0.809475,0.775192
