alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,2_1_2,15,SideRight,-1.091773,0.376059,-2.945335,-0.037402,-1.307881,-1.057464,-0.832402,0.475479,2.907933,0.344448,-0.575257,0.537123
Alpha1_4,2_1_2,15,Leeward,-0.735260,0.157092,-1.551902,-0.303102,-0.822026,-0.716797,-0.623223,0.198802,1.248799,0.213655,-0.823659,1.147028
Alpha1_4,2_1_2,15,SideLeft,-0.980524,0.287079,-2.574574,-0.277383,-1.117905,-0.925309,-0.783845,0.334060,2.297191,0.292781,-1.245488,2.337206
Alpha1_4,2_1_2,20,Windward,0.633101,0.290005,-0.153411,2.012445,0.421427,0.592343,0.803442,0.382015,2.165856,0.458071,0.748968,0.690606
Alpha1_4,2_1_2,20,SideRight,-0.857253,0.375516,-2.673692,0.250432,-1.086501,-0.819189,-0.592500,0.494001,2.924125,0.438045,-0.545504,0.500445
Alpha1_4,2_1_2,20,Leeward,-0.705445,0.135425,-1.353025,-0.350502,-0.789344,-0.693816,-0.607854,0.181490,1.002523,0.191971,-0.549053,0.414151
Alpha1_4,2_1_2,20,SideLeft,-0.905359,0.226205,-2.386538,-0.360218,-1.016494,-0.871114,-0.752307,0.264187,2.026319,0.249852,-1.295994,3.444742
Alpha1_4,2_1_2,25,Windward,0.629653,0.282834,-0.165853,1.934515,0.424907,0.588645,0.792801,0.367894,2.100369,0.449190,0.743872,0.672975
Alpha1_4,2_1_2,25,SideRight,-0.698195,0.380380,-2.935503,0.357574,-0.931491,-0.666599,-0.432395,0.499096,3.293076,0.544805,-0.562200,0.655230
Alpha1_4,2_1_2,25,Leeward,-0.745032,0.153908,-1.437914,-0.326809,-0.831649,-0.718168,-0.636020,0.195629,1.111105,0.206579,-0.788776,0.581201
Alpha1_4,2_1_2,25,SideLeft,-0.872514,0.222612,-2.154394,-0.380281,-0.973891,-0.832113,-0.723740,0.250151,1.774113,0.255139,-1.284916,2.697482
Alpha1_4,2_1_2,30,Windward,0.585841,0.268887,-0.080164,1.719545,0.387860,0.551889,0.756851,0.368991,1.799709,0.458976,0.609093,0.247189
Alpha1_4,2_1_2,30,SideRight,-0.452778,0.320401,-2.133589,0.446851,-0.650884,-0.425627,-0.236774,0.414110,2.580440,0.707634,-0.473018,0.598120
Alpha1_4,2_1_2,30,Leeward,-0.764292,0.150834,-1.403895,-0.358985,-0.855995,-0.748493,-0.651167,0.204828,1.044911,0.197351,-0.579274,0.141544
Alpha1_4,2_1_2,30,SideLeft,-0.838760,0.192461,-1.878256,-0.354032,-0.943939,-0.807127,-0.701891,0.242048,1.524224,0.229459,-0.901529,1.149536
Alpha1_4,2_1_2,35,Windward,0.533862,0.261441,-0.114943,1.835836,0.342870,0.507350,0.690764,0.347894,1.950780,0.489717,0.751829,1.029250
Alpha1_4,2_1_2,35,SideRight,-0.209524,0.313465,-1.807986,0.727967,-0.404649,-0.189841,0.007884,0.412533,2.535953,1.496079,-0.410259,0.544692
Alpha1_4,2_1_2,35,Leeward,-0.766459,0.167855,-1.684729,-0.362003,-0.857740,-0.746482,-0.649240,0.208500,1.322726,0.219000,-0.946104,1.710054
Alpha1_4,2_1_2,35,SideLeft,-0.773381,0.185613,-1.842049,-0.240106,-0.865161,-0.742008,-0.648055,0.217106,1.601943,0.240003,-1.151587,2.324350
Alpha1_4,2_1_2,40,Windward,0.472625,0.245740,-0.207068,1.509284,0.294652,0.448995,0.624194,0.329542,1.716351,0.519946,0.528835,0.198651
Alpha1_4,2_1_2,40,SideRight,-0.035498,0.270474,-0.827052,1.108052,-0.226870,-0.025312,0.136746,0.363616,1.935103,7.619423,0.128655,0.049366
Alpha1_4,2_1_2,40,Leeward,-0.840856,0.153973,-1.542487,-0.402847,-0.921151,-0.825537,-0.737307,0.183844,1.139639,0.183115,-0.663264,0.716065
Alpha1_4,2_1_2,40,SideLeft,-0.775613,0.165258,-1.686395,-0.335121,-0.864642,-0.753039,-0.661504,0.203138,1.351274,0.213068,-1.009989,1.952294
Alpha1_4,2_1_2,45,Windward,0.435459,0.251994,-0.276223,1.523075,0.255227,0.409218,0.592135,0.336908,1.799299,0.578686,0.465416,0.108485
Alpha1_4,2_1_2,45,SideRight,0.134227,0.258347,-0.940378,1.026386,-0.029306,0.134844,0.296600,0.325905,1.966765,1.924703,0.037726,0.359816
Alpha1_4,2_1_2,45,Leeward,-0.890874,0.169489,-1.836690,-0.488529,-0.992641,-0.870183,-0.764368,0.228273,1.348161,0.190250,-0.732997,0.796257
Alpha1_4,2_1_2,45,SideLeft,-0.754326,0.155649,-1.908052,-0.339258,-0.835613,-0.734483,-0.647019,0.188594,1.568795,0.206342,-1.056447,2.597336
Alpha1_4,2_1_2,50,Windward,0.263311,0.210104,-0.364550,1.189845,0.116706,0.242490,0.389910,0.273204,1.554395,0.797931,0.542067,0.496078
Alpha1_4,2_1_2,50,SideRight,0.243549,0.245840,-0.596356,1.283153,0.079034,0.223242,0.386401,0.307368,1.879509,1.009408,0.453546,0.571058
Alpha1_4,2_1_2,50,Leeward,-0.858747,0.140130,-1.560810,-0.489235,-0.941750,-0.847024,-0.755382,0.186368,1.071575,0.163180,-0.728639,0.999273
Alpha1_4,2_1_2,50,SideLeft,-0.691665,0.124772,-1.541608,-0.357861,-0.766090,-0.675745,-0.603119,0.162970,1.183747,0.180393,-0.900717,1.874653
Alpha1_4,2_1_2,55,Windward,0.183745,0.203578,-0.500549,1.195137,0.049561,0.168170,0.307724,0.258163,1.695686,1.107942,0.423628,0.536147
Alpha1_4,2_1_2,55,SideRight,0.380788,0.261708,-0.391188,1.440904,0.188025,0.351776,0.538947,0.350922,1.832092,0.687281,0.583534,0.263925
Alpha1_4,2_1_2,55,Leeward,-0.919894,0.167277,-1.711205,-0.461497,-1.023503,-0.899366,-0.801405,0.222097,1.249709,0.181844,-0.604118,0.427305
Alpha1_4,2_1_2,55,SideLeft,-0.690088,0.131267,-1.327722,-0.295933,-0.767611,-0.676358,-0.599672,0.167939,1.031789,0.190218,-0.659862,0.923860
Alpha1_4,2_1_2,60,Windward,0.081020,0.196115,-0.774321,0.889595,-0.047316,0.069141,0.195624,0.242941,1.663916,2.420578,0.313423,0.559134
Alpha1_4,2_1_2,60,SideRight,0.476537,0.254101,-0.257944,1.560874,0.286717,0.450298,0.642439,0.355722,1.818818,0.533224,0.505737,0.127043
Alpha1_4,2_1_2,60,Leeward,-0.929475,0.160270,-1.557353,-0.411966,-1.030561,-0.913503,-0.815778,0.214784,1.145388,0.172431,-0.442231,0.168080
Alpha1_4,2_1_2,60,SideLeft,-0.651163,0.120998,-1.300123,-0.303414,-0.724402,-0.640453,-0.565665,0.158737,0.996709,0.185818,-0.633887,1.016011
Alpha1_4,2_1_2,65,Windward,-0.035562,0.191339,-0.768591,0.647702,-0.163266,-0.040912,0.091653,0.254919,1.416294,5.380386,0.048242,0.109180
Alpha1_4,2_1_2,65,SideRight,0.526610,0.286022,-0.180450,1.935308,0.321889,0.484508,0.691421,0.369532,2.115757,0.543138,0.740861,0.602200
Alpha1_4,2_1_2,65,Leeward,-0.943561,0.176142,-1.615883,-0.435607,-1.052321,-0.922899,-0.812595,0.239726,1.180275,0.186678,-0.559877,0.132641
Alpha1_4,2_1_2,65,SideLeft,-0.621242,0.115585,-1.133291,-0.278875,-0.690117,-0.608061,-0.540067,0.150050,0.854416,0.186054,-0.582769,0.499297
Alpha1_4,2_1_2,70,Windward,-0.133723,0.189525,-0.879900,0.630947,-0.255044,-0.133081,-0.011291,0.243753,1.510846,1.417290,-0.059252,0.363405
Alpha1_4,2_1_2,70,SideRight,0.567811,0.262484,-0.144067,1.682128,0.374303,0.537424,0.738301,0.363999,1.826194,0.462275,0.490982,-0.033822
Alpha1_4,2_1_2,70,Leeward,-0.906198,0.169965,-1.682312,-0.446791,-1.010284,-0.887407,-0.785774,0.224509,1.235521,0.187559,-0.667238,0.854638
Alpha1_4,2_1_2,70,SideLeft,-0.561242,0.113308,-1.132008,-0.229896,-0.627700,-0.552225,-0.483666,0.144034,0.902112,0.201888,-0.600246,0.903910
Alpha1_4,2_1_2,75,Windward,-0.300649,0.192359,-1.219750,0.365663,-0.419961,-0.295341,-0.171002,0.248959,1.585414,0.639813,-0.345365,0.840721
Alpha1_4,2_1_2,75,SideRight,0.663362,0.292832,-0.032789,2.027371,0.445305,0.623004,0.843299,0.397993,2.060160,0.441437,0.707762,0.543240
Alpha1_4,2_1_2,75,Leeward,-0.943188,0.197782,-1.986259,-0.417296,-1.056170,-0.924346,-0.800851,0.255319,1.568963,0.209695,-0.704826,0.885925
Alpha1_4,2_1_2,75,SideLeft,-0.525866,0.113454,-1.072351,-0.162626,-0.596493,-0.515587,-0.444971,0.151522,0.909725,0.215747,-0.507002,0.425945
Alpha1_4,2_1_2,80,Windward,-0.406849,0.182680,-1.206283,0.193392,-0.515200,-0.389394,-0.280335,0.234865,1.399675,0.449010,-0.513051,0.540782
Alpha1_4,2_1_2,80,SideRight,0.682611,0.292440,-0.009244,2.036899,0.468442,0.650457,0.860197,0.391754,2.046143,0.428413,0.606031,0.289879
Alpha1_4,2_1_2,80,Leeward,-0.880384,0.199323,-1.787300,-0.327692,-0.992248,-0.860562,-0.741514,0.250734,1.459607,0.226404,-0.614767,0.471722
Alpha1_4,2_1_2,80,SideLeft,-0.435867,0.106018,-0.914910,-0.070150,-0.499315,-0.426404,-0.361675,0.137640,0.844761,0.243235,-0.548927,0.521100
Alpha1_4,2_1_2,85,Windward,-0.571459,0.197746,-1.541628,0.102484,-0.681990,-0.554085,-0.437905,0.244085,1.644112,0.346036,-0.567764,0.737145
Alpha1_4,2_1_2,85,SideRight,0.680126,0.294467,-0.127615,1.916739,0.465450,0.645898,0.868740,0.403290,2.044355,0.432960,0.548668,0.128738
Alpha1_4,2_1_2,85,Leeward,-0.854551,0.210202,-1.819798,-0.288727,-0.981104,-0.828750,-0.707422,0.273682,1.531072,0.245980,-0.557152,0.206837
Alpha1_4,2_1_2,85,SideLeft,-0.407295,0.092345,-0.877447,-0.073824,-0.462936,-0.399985,-0.343183,0.119752,0.803623,0.226727,-0.516017,0.633262
Alpha1_4,2_1_2,90,Windward,-0.701458,0.196389,-1.825333,0.013127,-0.819384,-0.684251,-0.560948,0.258436,1.838460,0.279973,-0.615355,1.064649
Alpha1_4,2_1_2,90,SideRight,0.714799,0.307763,-0.133142,2.344224,0.487111,0.673128,0.900356,0.413245,2.477365,0.430558,0.732478,0.714262
Alpha1_4,2_1_2,90,Leeward,-0.761962,0.220278,-1.733171,-0.156796,-0.897144,-0.739071,-0.602665,0.294479,1.576374,0.289094,-0.544979,0.275630
Alpha1_4,2_1_2,90,SideLeft,-0.364755,0.079097,-0.761329,-0.060555,-0.414587,-0.361460,-0.311173,0.103414,0.700774,0.216851,-0.291708,0.402398
Alpha1_4,2_1_2,95,Windward,-0.828811,0.199751,-1.868886,-0.282358,-0.946970,-0.805703,-0.689900,0.257070,1.586528,0.241009,-0.612553,0.602835
Alpha1_4,2_1_2,95,SideRight,0.671918,0.289243,-0.132373,1.974413,0.464341,0.636338,0.852092,0.387751,2.106786,0.430474,0.606452,0.340351
Alpha1_4,2_1_2,95,Leeward,-0.623058,0.202595,-1.592494,0.078197,-0.745297,-0.606759,-0.483319,0.261978,1.670691,0.325163,-0.503418,0.654522
Alpha1_4,2_1_2,95,SideLeft,-0.389614,0.078243,-0.734081,-0.073629,-0.440161,-0.385077,-0.334804,0.105356,0.660452,0.200823,-0.297723,0.082511
Alpha1_4,2_1_2,100,Windward,-0.907896,0.204320,-1.789262,-0.264333,-1.025996,-0.889998,-0.767842,0.258154,1.524929,0.225048,-0.561520,0.491427
Alpha1_4,2_1_2,100,SideRight,0.668827,0.309327,-0.094121,2.105316,0.445815,0.622647,0.855775,0.409959,2.199437,0.462492,0.715205,0.651666
Alpha1_4,2_1_2,100,Leeward,-0.507521,0.204793,-1.371741,0.091073,-0.628288,-0.492671,-0.366666,0.261622,1.462814,0.403516,-0.610546,0.864829
Alpha1_4,2_1_2,100,SideLeft,-0.432812,0.092962,-0.950749,-0.102886,-0.485119,-0.423879,-0.369860,0.115259,0.847862,0.214787,-0.722391,1.472762
