Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.204459,0.124487,0.195911,0.117420,0.282929,-0.189744,0.657475,0.165509,0.847219,0.608862,0.302227,-0.105611
Leeward,-0.797693,0.111380,-0.786482,-0.868888,-0.719071,-1.233992,-0.382722,0.149817,0.851270,0.139628,-0.435769,0.187399
SideRight,0.525623,0.188842,0.513706,0.393989,0.647468,-0.049980,1.284999,0.253480,1.334979,0.359273,0.294533,-0.003817
SideLeft,-0.574235,0.085588,-0.566552,-0.626535,-0.512959,-0.925819,-0.281072,0.113576,0.644747,0.149047,-0.437885,0.163032
