Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.177790,0.091986,0.175701,0.113384,0.241005,-0.154578,0.525210,0.127621,0.679788,0.517388,0.062246,-0.149979
Leeward,-0.673962,0.096019,-0.668940,-0.735371,-0.607823,-1.052099,-0.358231,0.127548,0.693868,0.142470,-0.301422,0.203105
SideRight,0.538394,0.149194,0.534187,0.428989,0.643319,0.054777,1.110392,0.214330,1.055615,0.277108,0.121159,-0.283974
SideLeft,-0.597200,0.086785,-0.593930,-0.651507,-0.536849,-1.180155,-0.309394,0.114658,0.870761,0.145320,-0.507361,1.578900
