Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.508601,0.132441,0.499360,0.409460,0.594123,0.171631,0.983343,0.184663,0.811712,0.260402,0.395085,-0.142524
Leeward,-0.605260,0.068985,-0.601586,-0.650829,-0.556354,-0.849477,-0.387547,0.094475,0.461930,0.113976,-0.248031,-0.091665
SideRight,-0.096828,0.182048,-0.094284,-0.209163,0.031692,-0.857923,0.449161,0.240855,1.307084,1.880110,-0.320519,0.198126
SideLeft,-0.644420,0.087849,-0.634300,-0.694696,-0.585059,-1.277037,-0.403481,0.109637,0.873556,0.136322,-0.993940,3.326587
