Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,-0.046159,0.094037,-0.048745,-0.111742,0.015153,-0.389410,0.337352,0.126896,0.726763,2.037229,0.241842,0.177041
Leeward,-0.747060,0.120796,-0.733100,-0.821628,-0.661065,-1.367260,-0.382985,0.160563,0.984275,0.161696,-0.605994,0.615076
SideRight,0.643813,0.165128,0.637278,0.524368,0.758579,0.160541,1.253943,0.234211,1.093402,0.256485,0.186176,-0.234794
SideLeft,-0.509205,0.076214,-0.506431,-0.559597,-0.455632,-0.796601,-0.223598,0.103965,0.573003,0.149672,-0.165759,-0.068154
