Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.664745,0.214726,0.646468,0.506101,0.801097,-0.104346,1.510000,0.294995,1.614346,0.323020,0.465938,0.138930
Leeward,-0.549741,0.110261,-0.540101,-0.618369,-0.470554,-1.044067,-0.243914,0.147816,0.800153,0.200569,-0.540557,0.390461
SideRight,-0.850431,0.240841,-0.829062,-1.005056,-0.675311,-1.883802,-0.237572,0.329746,1.646231,0.283199,-0.515144,0.281497
SideLeft,-0.821293,0.197816,-0.794087,-0.928123,-0.680747,-1.817308,-0.223301,0.247377,1.594008,0.240859,-0.890873,1.226975
