Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.524400,0.196807,0.509099,0.381232,0.656138,0.055024,1.200747,0.274907,1.145723,0.375300,0.347688,-0.246613
Leeward,-0.579997,0.099159,-0.567556,-0.641074,-0.510992,-1.095202,-0.212212,0.130083,0.882989,0.170965,-0.541780,0.460798
SideRight,-0.782532,0.261551,-0.769266,-0.944383,-0.611745,-1.931224,-0.066035,0.332637,1.865189,0.334236,-0.325077,0.329199
SideLeft,-0.678796,0.179691,-0.644891,-0.769758,-0.552328,-1.782021,-0.278600,0.217431,1.503421,0.264720,-1.132211,1.970985
