Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,-0.417383,0.105713,-0.412732,-0.479869,-0.344894,-0.979605,-0.083800,0.134975,0.895806,0.253277,-0.527944,0.978763
Leeward,-0.463283,0.121630,-0.454788,-0.544456,-0.371652,-0.952283,-0.083122,0.172804,0.869161,0.262540,-0.363828,-0.126489
SideRight,0.541266,0.184484,0.531217,0.404323,0.660222,0.020926,1.356102,0.255898,1.335176,0.340838,0.399031,0.077321
SideLeft,-0.255338,0.046855,-0.254348,-0.285891,-0.223331,-0.464881,-0.043995,0.062560,0.420886,0.183502,-0.140575,0.134436
