Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.609758,0.165464,0.592823,0.491101,0.715293,0.160764,1.230251,0.224192,1.069487,0.271360,0.483573,0.054567
Leeward,-0.610073,0.126184,-0.591450,-0.684874,-0.515476,-1.224506,-0.313249,0.169398,0.911257,0.206834,-0.788720,0.626073
SideRight,-0.919069,0.232872,-0.896702,-1.061731,-0.753869,-2.314079,-0.335025,0.307862,1.979054,0.253378,-0.601712,0.714283
SideLeft,-0.773251,0.187038,-0.743028,-0.865373,-0.644651,-2.086525,-0.370544,0.220721,1.715981,0.241886,-1.186820,2.588514
