Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.493151,0.134882,0.483628,0.401677,0.571782,0.076175,1.104609,0.170105,1.028434,0.273510,0.443461,0.466215
Leeward,-0.597132,0.088323,-0.586176,-0.645728,-0.537662,-1.093693,-0.345415,0.108066,0.748278,0.147912,-0.839425,1.504210
SideRight,-0.111191,0.133914,-0.108372,-0.195922,-0.023809,-0.655777,0.309550,0.172112,0.965327,1.204359,-0.187345,0.387390
SideLeft,-0.653990,0.103063,-0.641200,-0.707090,-0.584282,-1.184784,-0.368811,0.122808,0.815973,0.157591,-0.927176,1.647658
