alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_6,1_1_5,0,Windward,0.580588,0.154498,0.145340,1.277290,0.469677,0.567743,0.675845,0.206168,1.131950,0.266106,0.480837,0.285012
Alpha1_6,1_1_5,0,SideRight,-0.902324,0.231805,-1.856069,-0.279026,-1.048748,-0.875640,-0.729588,0.319160,1.577043,0.256898,-0.554033,0.125867
Alpha1_6,1_1_5,0,Leeward,-0.617890,0.119266,-1.110679,-0.309073,-0.692472,-0.604085,-0.531571,0.160901,0.801607,0.193021,-0.561688,0.232768
Alpha1_6,1_1_5,0,SideLeft,-0.908983,0.239536,-1.927576,-0.329020,-1.054384,-0.886444,-0.732027,0.322358,1.598557,0.263521,-0.581231,0.273777
Alpha1_6,1_1_5,5,Windward,0.592764,0.155760,0.165892,1.210060,0.477352,0.588181,0.695156,0.217804,1.044168,0.262769,0.298553,-0.092820
Alpha1_6,1_1_5,5,SideRight,-0.969764,0.225593,-2.005837,-0.293186,-1.108672,-0.953031,-0.810488,0.298183,1.712651,0.232627,-0.496078,0.444316
Alpha1_6,1_1_5,5,Leeward,-0.634783,0.124316,-1.399564,-0.320282,-0.713497,-0.621584,-0.544204,0.169293,1.079282,0.195840,-0.641663,0.676871
Alpha1_6,1_1_5,5,SideLeft,-0.864420,0.220385,-2.047393,-0.351996,-0.994750,-0.835099,-0.700405,0.294345,1.695397,0.254951,-0.758807,0.732920
Alpha1_6,1_1_5,10,Windward,0.609758,0.165464,0.160764,1.230251,0.491101,0.592823,0.715293,0.224192,1.069487,0.271360,0.483573,0.054567
Alpha1_6,1_1_5,10,SideRight,-0.919069,0.232872,-2.314079,-0.335025,-1.061731,-0.896702,-0.753869,0.307862,1.979054,0.253378,-0.601712,0.714283
Alpha1_6,1_1_5,10,Leeward,-0.610073,0.126184,-1.224506,-0.313249,-0.684874,-0.591450,-0.515476,0.169398,0.911257,0.206834,-0.788720,0.626073
Alpha1_6,1_1_5,10,SideLeft,-0.773251,0.187038,-2.086525,-0.370544,-0.865373,-0.743028,-0.644651,0.220721,1.715981,0.241886,-1.186820,2.588514
Alpha1_6,1_1_5,15,Windward,0.616627,0.160811,0.155548,1.247640,0.500766,0.605584,0.722536,0.221770,1.092092,0.260792,0.367202,0.029457
Alpha1_6,1_1_5,15,SideRight,-0.795606,0.221650,-1.746026,-0.152622,-0.940770,-0.784877,-0.640944,0.299825,1.593404,0.278593,-0.279621,-0.071070
Alpha1_6,1_1_5,15,Leeward,-0.608475,0.104555,-1.275788,-0.293323,-0.668855,-0.598714,-0.534609,0.134247,0.982465,0.171831,-0.706404,1.231022
Alpha1_6,1_1_5,15,SideLeft,-0.729665,0.141089,-1.661943,-0.384574,-0.807428,-0.710603,-0.631394,0.176034,1.277369,0.193361,-0.984925,1.972573
Alpha1_6,1_1_5,20,Windward,0.580775,0.149019,0.189577,1.149341,0.477396,0.572361,0.676730,0.199333,0.959763,0.256587,0.324536,-0.034704
Alpha1_6,1_1_5,20,SideRight,-0.524882,0.189590,-1.197749,-0.020363,-0.655982,-0.510142,-0.383337,0.272644,1.177386,0.361205,-0.331658,-0.276360
Alpha1_6,1_1_5,20,Leeward,-0.600081,0.100810,-1.044229,-0.316497,-0.659939,-0.587758,-0.527713,0.132226,0.727732,0.167994,-0.655656,0.522701
Alpha1_6,1_1_5,20,SideLeft,-0.691733,0.118549,-1.243785,-0.383831,-0.762463,-0.677919,-0.606897,0.155566,0.859954,0.171380,-0.672699,0.641340
Alpha1_6,1_1_5,25,Windward,0.573446,0.149060,0.155493,1.131366,0.466305,0.564628,0.673913,0.207608,0.975874,0.259937,0.238504,-0.235936
Alpha1_6,1_1_5,25,SideRight,-0.332981,0.161150,-1.032690,0.167969,-0.426419,-0.317212,-0.226260,0.200159,1.200659,0.483961,-0.517759,0.664276
Alpha1_6,1_1_5,25,Leeward,-0.638141,0.092180,-1.074486,-0.375276,-0.697460,-0.634716,-0.571613,0.125847,0.699210,0.144451,-0.343104,0.189776
Alpha1_6,1_1_5,25,SideLeft,-0.711376,0.109468,-1.409595,-0.423192,-0.777216,-0.704163,-0.634811,0.142405,0.986403,0.153882,-0.669125,1.411684
Alpha1_6,1_1_5,30,Windward,0.493151,0.134882,0.076175,1.104609,0.401677,0.483628,0.571782,0.170105,1.028434,0.273510,0.443461,0.466215
Alpha1_6,1_1_5,30,SideRight,-0.111191,0.133914,-0.655777,0.309550,-0.195922,-0.108372,-0.023809,0.172112,0.965327,1.204359,-0.187345,0.387390
Alpha1_6,1_1_5,30,Leeward,-0.597132,0.088323,-1.093693,-0.345415,-0.645728,-0.586176,-0.537662,0.108066,0.748278,0.147912,-0.839425,1.504210
Alpha1_6,1_1_5,30,SideLeft,-0.653990,0.103063,-1.184784,-0.368811,-0.707090,-0.641200,-0.584282,0.122808,0.815973,0.157591,-0.927176,1.647658
Alpha1_6,1_1_5,35,Windward,0.449990,0.140758,0.054936,0.972924,0.347877,0.440145,0.540843,0.192966,0.917988,0.312801,0.356137,-0.087998
Alpha1_6,1_1_5,35,SideRight,0.054499,0.128939,-0.377476,0.499757,-0.033759,0.056450,0.141250,0.175009,0.877233,2.365895,-0.013319,-0.103219
Alpha1_6,1_1_5,35,Leeward,-0.644140,0.098176,-1.260604,-0.350655,-0.706884,-0.638681,-0.574232,0.132652,0.909950,0.152414,-0.529485,1.335041
Alpha1_6,1_1_5,35,SideLeft,-0.680682,0.105701,-1.270799,-0.411059,-0.748016,-0.675047,-0.605410,0.142607,0.859740,0.155287,-0.502048,0.799648
Alpha1_6,1_1_5,40,Windward,0.367419,0.126503,-0.022936,0.862723,0.279562,0.356153,0.447704,0.168142,0.885659,0.344301,0.391372,0.148084
Alpha1_6,1_1_5,40,SideRight,0.160006,0.122878,-0.286661,0.700259,0.078941,0.157537,0.232619,0.153678,0.986919,0.767957,0.221311,0.499347
Alpha1_6,1_1_5,40,Leeward,-0.638491,0.094789,-1.109831,-0.389416,-0.694315,-0.629607,-0.570680,0.123635,0.720416,0.148458,-0.665060,0.760586
Alpha1_6,1_1_5,40,SideLeft,-0.661317,0.102577,-1.258844,-0.394149,-0.720331,-0.648678,-0.588357,0.131975,0.864695,0.155110,-0.851567,1.440067
Alpha1_6,1_1_5,45,Windward,0.308367,0.123802,-0.055673,0.787675,0.220071,0.299281,0.387566,0.167495,0.843348,0.401476,0.354486,-0.034107
Alpha1_6,1_1_5,45,SideRight,0.301776,0.115020,-0.058751,0.737768,0.221386,0.296558,0.377866,0.156480,0.796519,0.381142,0.261653,0.076590
Alpha1_6,1_1_5,45,Leeward,-0.666286,0.091155,-1.304387,-0.413938,-0.719641,-0.661581,-0.604996,0.114645,0.890450,0.136811,-0.619049,1.601420
