key,n_samples,mean_true,mean_gen,var_true,var_gen,skew_true,skew_gen,kurt_true,kurt_gen,psd_power_ratio,psd_log_l2,peak_freq_true_hz,peak_freq_gen_hz
Alpha1_6/3_1_3/a000/leeward,4896,-0.7557023167610168,-0.7556503415107727,0.011693835258483887,0.010549087077379227,-0.3013255216607914,-0.25988807385644896,2.629350185394287,2.511054515838623,0.7964676022529602,0.4314906597137451,3.90625,3.90625
Alpha1_6/3_1_3/a000/sideleft,4896,-0.9697883129119873,-0.9697927832603455,0.06224635988473892,0.05483854189515114,-0.6308405221420307,-0.5861503326125879,3.764639377593994,3.7388670444488525,0.833345890045166,0.7895392775535583,3.90625,3.90625
Alpha1_6/3_1_3/a000/sideright,4896,-0.909290611743927,-0.9093045592308044,0.04396370053291321,0.0384264700114727,-1.1207794334677328,-1.0538084085671742,4.90193510055542,4.464646339416504,0.8405916094779968,0.8077154159545898,3.90625,3.90625
Alpha1_6/3_1_3/a005/windward,4896,0.7656190395355225,0.765238344669342,0.0461321659386158,0.043043676763772964,0.4130947577943369,0.40071039455606744,2.7241415977478027,2.659397602081299,0.8805660009384155,0.738498866558075,3.90625,3.90625
Alpha1_6/3_1_3/a005/leeward,4896,-0.7205991148948669,-0.7207306623458862,0.011109518818557262,0.010085037909448147,0.06005092641658123,0.1255359540210787,2.9728996753692627,2.922260284423828,0.7823998332023621,0.3429999053478241,3.90625,3.90625
Alpha1_6/3_1_3/a005/sideleft,4896,-0.8832718729972839,-0.8834426999092102,0.0560467354953289,0.0503469780087471,-1.2662386400298191,-1.2999187748003924,6.651152610778809,6.742218017578125,0.8697066903114319,0.8030514717102051,3.90625,3.90625
Alpha1_6/3_1_3/a005/sideright,4896,-0.8809162378311157,-0.881118893623352,0.044882651418447495,0.03928012028336525,-0.6059531442233725,-0.6109388739851487,3.9895076751708984,3.9548208713531494,0.8303346037864685,0.7391203045845032,3.90625,3.90625
Alpha1_6/3_1_3/a010/windward,4896,0.7564800977706909,0.756558358669281,0.03724174201488495,0.034498363733291626,0.39071019639945986,0.3867621397777825,2.905149221420288,2.9043591022491455,0.8680447936058044,0.634627103805542,3.90625,3.90625
Alpha1_6/3_1_3/a010/leeward,4896,-0.7466493248939514,-0.7465953826904297,0.013152490369975567,0.011993947438895702,-0.1275063528956449,-0.08533279692899455,2.6999619007110596,2.736675500869751,0.80059814453125,0.3752230107784271,3.90625,3.90625
Alpha1_6/3_1_3/a010/sideleft,4896,-0.8710365891456604,-0.8708250522613525,0.05159253627061844,0.04633576050400734,-1.1955049572232257,-1.2247230431951197,4.805959224700928,4.776937007904053,0.8290473818778992,0.6514928936958313,3.90625,3.90625
Alpha1_6/3_1_3/a010/sideright,4896,-0.9853547811508179,-0.9853402972221375,0.05505022034049034,0.04687009006738663,-0.42191910611281036,-0.3053666356436012,3.0967633724212646,2.7295613288879395,0.8298195600509644,0.7619168758392334,3.90625,3.90625
Alpha1_6/3_1_3/a015/windward,4896,0.7285612225532532,0.728473424911499,0.04397950321435928,0.04071845859289169,0.5694429688965056,0.5437079683384229,3.326019287109375,3.230355739593506,0.8204019665718079,0.7674568295478821,3.90625,3.90625
Alpha1_6/3_1_3/a015/leeward,4896,-0.7566707134246826,-0.7566129565238953,0.016403693705797195,0.015069766901433468,-0.8244144706421404,-0.8495283339004382,3.7352938652038574,3.8300890922546387,0.8142714500427246,0.38897988200187683,3.90625,3.90625
Alpha1_6/3_1_3/a015/sideleft,4896,-0.8580033183097839,-0.8580126762390137,0.06453822553157806,0.06020451709628105,-1.366876622012068,-1.4001164682292693,6.135878562927246,6.464175224304199,0.8992668390274048,0.8090221881866455,3.90625,3.90625
Alpha1_6/3_1_3/a015/sideright,4896,-1.0489230155944824,-1.0492491722106934,0.07764032483100891,0.06682135909795761,-1.0333880694123854,-0.9513132222447258,4.714664936065674,4.259831428527832,0.7747706174850464,0.8500010371208191,3.90625,3.90625
Alpha1_6/3_1_3/a020/windward,4896,0.6872542500495911,0.6873102784156799,0.03867293894290924,0.03640863671898842,0.40489280590561305,0.37127194133950586,2.932089328765869,2.8404414653778076,0.8659988045692444,0.6335615515708923,3.90625,3.90625
Alpha1_6/3_1_3/a020/leeward,4896,-0.6824926137924194,-0.682449996471405,0.013038644567131996,0.012076104059815407,-0.5879612099465751,-0.5974676527861863,2.9889163970947266,3.0209498405456543,0.8066507577896118,0.3665584325790405,3.90625,3.90625
Alpha1_6/3_1_3/a020/sideleft,4896,-0.7488250136375427,-0.7489026188850403,0.027683289721608162,0.025166936218738556,-0.4875146606482117,-0.46444590456156565,2.779179334640503,2.7221298217773438,0.8508362770080566,0.7099078297615051,3.90625,3.90625
Alpha1_6/3_1_3/a020/sideright,4896,-0.9811890125274658,-0.981414794921875,0.07266463339328766,0.06303177773952484,-0.2600310977300463,-0.18876505759343581,2.715701103210449,2.680957317352295,0.8062795400619507,0.6711138486862183,3.90625,3.90625
Alpha1_6/3_1_3/a025/windward,4896,0.6881962418556213,0.6881897449493408,0.028899628669023514,0.026055151596665382,0.42899273396874116,0.3930001790413948,3.0852298736572266,3.0615947246551514,0.8195420503616333,0.6083819270133972,3.90625,3.90625
Alpha1_6/3_1_3/a025/leeward,4896,-0.6675112843513489,-0.6675404906272888,0.008437921293079853,0.007600218523293734,-0.6082186528110904,-0.6116465471227243,3.1939995288848877,3.115544319152832,0.769024133682251,0.27247658371925354,3.90625,3.90625
Alpha1_6/3_1_3/a025/sideleft,4896,-0.7615348696708679,-0.7614873647689819,0.028299711644649506,0.02570503018796444,-0.885541216463481,-0.9068459309072809,4.228257656097412,4.257879734039307,0.8569480180740356,0.5894944667816162,3.90625,3.90625
Alpha1_6/3_1_3/a025/sideright,4896,-0.8004096746444702,-0.8006753325462341,0.07653436809778214,0.06747948378324509,-0.3951749658201811,-0.34453171876802124,2.8128607273101807,2.8117120265960693,0.8049576282501221,0.5414414405822754,3.90625,3.90625
Alpha1_6/3_1_3/a030/windward,4896,0.7144258618354797,0.7144545316696167,0.03978203609585762,0.03681055083870888,0.27273465960344506,0.30317258745280273,3.089285135269165,3.0224883556365967,0.8432855010032654,0.6368966698646545,3.90625,3.90625
Alpha1_6/3_1_3/a030/leeward,4896,-0.7409995794296265,-0.7408140301704407,0.013638489879667759,0.012786470353603363,-0.35027895510100493,-0.32527427545020093,2.5206165313720703,2.378535747528076,0.8192770481109619,0.310527503490448,3.90625,3.90625
