Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.226547,0.147138,0.215367,0.120111,0.320101,-0.204981,0.960966,0.199990,1.165947,0.649482,0.542471,0.604210
Leeward,-0.687726,0.103800,-0.676558,-0.749135,-0.614968,-1.132122,-0.409763,0.134168,0.722359,0.150932,-0.593072,0.423704
SideRight,0.133586,0.197383,0.118805,0.001226,0.252587,-0.617961,0.923880,0.251361,1.541841,1.477571,0.341988,0.311843
SideLeft,-0.546572,0.096281,-0.538466,-0.600696,-0.481752,-1.017338,-0.238046,0.118944,0.779292,0.176154,-0.579815,0.863871
