alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,3_1_2,60,SideLeft,-0.537310,0.100384,-1.003222,-0.247722,-0.601760,-0.526976,-0.466047,0.135713,0.755499,0.186828,-0.510533,0.334791
Alpha1_4,3_1_2,65,Windward,0.018730,0.118439,-0.369510,0.553052,-0.064966,0.016096,0.096466,0.161432,0.922562,6.323368,0.214818,0.124872
Alpha1_4,3_1_2,65,SideRight,0.392025,0.195788,-0.062406,1.382940,0.255407,0.368421,0.510483,0.255077,1.445346,0.499427,0.615312,0.446725
Alpha1_4,3_1_2,65,Leeward,-0.736446,0.123130,-1.359915,-0.357814,-0.814757,-0.726367,-0.648700,0.166056,1.002102,0.167195,-0.477334,0.392976
Alpha1_4,3_1_2,65,SideLeft,-0.497316,0.097936,-0.892317,-0.209379,-0.561502,-0.490753,-0.427031,0.134471,0.682938,0.196928,-0.316273,-0.071491
Alpha1_4,3_1_2,70,Windward,-0.046033,0.117226,-0.430378,0.457851,-0.123420,-0.049054,0.033713,0.157133,0.888228,2.546572,0.062496,-0.049415
Alpha1_4,3_1_2,70,SideRight,0.439836,0.206023,-0.120413,1.370645,0.299263,0.421456,0.559860,0.260597,1.491058,0.468408,0.562938,0.559887
Alpha1_4,3_1_2,70,Leeward,-0.733183,0.134091,-1.424067,-0.332123,-0.815969,-0.726021,-0.635605,0.180364,1.091944,0.182888,-0.485225,0.388472
Alpha1_4,3_1_2,70,SideLeft,-0.457465,0.098707,-0.845782,-0.190011,-0.520509,-0.452267,-0.386243,0.134266,0.655771,0.215769,-0.381662,0.020955
Alpha1_4,3_1_2,75,Windward,-0.135194,0.110140,-0.532778,0.292393,-0.206635,-0.136601,-0.060223,0.146412,0.825170,0.814682,-0.026638,0.107845
Alpha1_4,3_1_2,75,SideRight,0.451619,0.208839,-0.131524,1.259203,0.298953,0.431947,0.588070,0.289117,1.390727,0.462423,0.417264,-0.215370
Alpha1_4,3_1_2,75,Leeward,-0.689061,0.134141,-1.231247,-0.300341,-0.778089,-0.678012,-0.588532,0.189557,0.930906,0.194672,-0.406236,-0.116941
Alpha1_4,3_1_2,75,SideLeft,-0.400642,0.088446,-0.800775,-0.148200,-0.456755,-0.392966,-0.335832,0.120922,0.652575,0.220761,-0.545261,0.419119
Alpha1_4,3_1_2,80,Windward,-0.192695,0.108271,-0.763272,0.276176,-0.259974,-0.191936,-0.124898,0.135077,1.039448,0.561875,-0.149185,0.878549
Alpha1_4,3_1_2,80,SideRight,0.476139,0.224362,-0.021761,1.538630,0.309526,0.443663,0.615213,0.305686,1.560391,0.471211,0.745543,0.605135
Alpha1_4,3_1_2,80,Leeward,-0.583719,0.137395,-1.107497,-0.184547,-0.671097,-0.568488,-0.481744,0.189353,0.922950,0.235379,-0.540720,0.042013
Alpha1_4,3_1_2,80,SideLeft,-0.317385,0.078163,-0.656380,-0.075876,-0.365012,-0.307228,-0.261126,0.103886,0.580504,0.246271,-0.560085,0.197060
Alpha1_4,3_1_2,85,Windward,-0.293514,0.109645,-0.748457,0.052391,-0.358923,-0.283168,-0.219307,0.139615,0.800848,0.373559,-0.517731,0.589165
Alpha1_4,3_1_2,85,SideRight,0.497741,0.228533,-0.030058,1.736590,0.332388,0.464698,0.633468,0.301080,1.766648,0.459140,0.766723,0.668246
Alpha1_4,3_1_2,85,Leeward,-0.514491,0.132539,-1.185368,-0.112133,-0.591925,-0.496204,-0.421532,0.170393,1.073236,0.257613,-0.687626,0.651647
Alpha1_4,3_1_2,85,SideLeft,-0.282409,0.061948,-0.526157,-0.083232,-0.319217,-0.276598,-0.239413,0.079804,0.442925,0.219354,-0.482782,0.291803
Alpha1_4,3_1_2,90,Windward,-0.383951,0.107302,-0.860064,-0.047987,-0.446831,-0.373815,-0.309937,0.136894,0.812077,0.279468,-0.637027,0.794159
Alpha1_4,3_1_2,90,SideRight,0.498650,0.221522,-0.021625,1.661800,0.337482,0.473572,0.638311,0.300828,1.683425,0.444244,0.699509,0.894686
Alpha1_4,3_1_2,90,Leeward,-0.426000,0.124177,-1.015649,-0.061060,-0.503731,-0.410866,-0.336889,0.166842,0.954589,0.291495,-0.712825,0.977222
Alpha1_4,3_1_2,90,SideLeft,-0.261772,0.053998,-0.573615,-0.096566,-0.296507,-0.257834,-0.223427,0.073080,0.477049,0.206280,-0.532498,0.985495
Alpha1_4,3_1_2,95,Windward,-0.484982,0.117818,-1.025746,-0.186267,-0.553642,-0.469125,-0.402138,0.151504,0.839479,0.242933,-0.771274,0.841695
Alpha1_4,3_1_2,95,SideRight,0.510954,0.213708,0.022656,1.390065,0.355097,0.493633,0.649079,0.293982,1.367410,0.418252,0.498242,0.190745
Alpha1_4,3_1_2,95,Leeward,-0.341301,0.115885,-0.868987,-0.024698,-0.408340,-0.332394,-0.262809,0.145532,0.844288,0.339538,-0.566332,0.816715
Alpha1_4,3_1_2,95,SideLeft,-0.271939,0.056305,-0.553153,-0.112215,-0.306521,-0.265306,-0.232397,0.074124,0.440938,0.207050,-0.592323,0.610904
Alpha1_4,3_1_2,100,Windward,-0.588656,0.133093,-1.112371,-0.245935,-0.665421,-0.574309,-0.492094,0.173327,0.866436,0.226097,-0.619904,0.223951
Alpha1_4,3_1_2,100,SideRight,0.513273,0.230834,-0.042988,1.713386,0.341378,0.493770,0.661322,0.319945,1.756374,0.449730,0.525996,0.264005
Alpha1_4,3_1_2,100,Leeward,-0.266325,0.109367,-0.764004,0.151308,-0.332639,-0.263292,-0.195679,0.136960,0.915312,0.410651,-0.231895,1.128963
Alpha1_4,3_1_2,100,SideLeft,-0.313069,0.068282,-0.641444,-0.092659,-0.354174,-0.304603,-0.264345,0.089830,0.548785,0.218106,-0.685068,0.718107
