alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,3_1_2,0,Windward,0.477575,0.201808,-0.028246,1.544257,0.329783,0.454048,0.606951,0.277168,1.572502,0.422568,0.548413,0.241126
Alpha1_4,3_1_2,0,SideRight,-0.816400,0.205155,-1.839522,-0.313757,-0.941353,-0.794678,-0.669202,0.272151,1.525765,0.251292,-0.624988,0.588667
Alpha1_4,3_1_2,0,Leeward,-0.565897,0.100031,-1.048163,-0.296920,-0.629487,-0.555325,-0.492192,0.137295,0.751242,0.176765,-0.526339,0.160239
Alpha1_4,3_1_2,0,SideLeft,-0.845718,0.246443,-2.427290,-0.250365,-0.992830,-0.815829,-0.667579,0.325251,2.176925,0.291401,-0.760389,1.113525
Alpha1_4,3_1_2,5,Windward,0.499588,0.216052,-0.030970,1.447803,0.341232,0.476080,0.626648,0.285416,1.478774,0.432460,0.662495,0.476045
Alpha1_4,3_1_2,5,SideRight,-0.848463,0.215383,-1.926747,-0.243873,-0.973734,-0.827553,-0.699460,0.274274,1.682874,0.253851,-0.654397,0.883403
Alpha1_4,3_1_2,5,Leeward,-0.570386,0.106585,-1.104610,-0.273241,-0.630751,-0.557666,-0.495810,0.134941,0.831369,0.186864,-0.763905,0.988458
Alpha1_4,3_1_2,5,SideLeft,-0.805527,0.230330,-2.109472,-0.285712,-0.931148,-0.774680,-0.643473,0.287676,1.823760,0.285938,-0.992125,1.942756
Alpha1_4,3_1_2,10,Windward,0.511222,0.204433,-0.056784,1.492601,0.362431,0.486776,0.635297,0.272866,1.549385,0.399890,0.604318,0.379125
Alpha1_4,3_1_2,10,SideRight,-0.883445,0.232906,-1.936546,-0.257853,-1.020425,-0.865397,-0.722088,0.298337,1.678694,0.263634,-0.615165,0.781394
Alpha1_4,3_1_2,10,Leeward,-0.578915,0.106290,-1.140186,-0.283612,-0.638290,-0.568026,-0.503663,0.134627,0.856574,0.183602,-0.820133,1.421944
Alpha1_4,3_1_2,10,SideLeft,-0.757313,0.227371,-2.792693,-0.204372,-0.875379,-0.720082,-0.599730,0.275649,2.588321,0.300233,-1.406551,5.434116
Alpha1_4,3_1_2,15,Windward,0.498590,0.196288,-0.022938,1.393960,0.359672,0.477979,0.622261,0.262589,1.416897,0.393687,0.486285,0.243894
Alpha1_4,3_1_2,15,SideRight,-0.868941,0.264454,-2.197246,-0.098570,-1.039889,-0.856967,-0.689773,0.350115,2.098676,0.304341,-0.293645,0.230570
Alpha1_4,3_1_2,15,Leeward,-0.588059,0.101880,-1.006829,-0.274284,-0.649567,-0.577934,-0.515710,0.133857,0.732546,0.173248,-0.493873,0.236234
Alpha1_4,3_1_2,15,SideLeft,-0.727454,0.220585,-1.888980,-0.210094,-0.832714,-0.691940,-0.575214,0.257500,1.678887,0.303228,-1.164954,2.195578
Alpha1_4,3_1_2,20,Windward,0.464925,0.190711,-0.013896,1.286413,0.323729,0.442030,0.583678,0.259950,1.300308,0.410199,0.649104,0.407415
Alpha1_4,3_1_2,20,SideRight,-0.746801,0.275960,-1.915369,0.164788,-0.921762,-0.726191,-0.554220,0.367542,2.080157,0.369522,-0.381180,0.198452
Alpha1_4,3_1_2,20,Leeward,-0.584496,0.100462,-1.047576,-0.296248,-0.645643,-0.574769,-0.515248,0.130395,0.751328,0.171878,-0.565897,0.655285
Alpha1_4,3_1_2,20,SideLeft,-0.661994,0.186108,-1.624570,-0.241753,-0.753422,-0.627630,-0.534235,0.219186,1.382817,0.281132,-1.170175,2.019622
Alpha1_4,3_1_2,25,Windward,0.454805,0.189158,0.001003,1.298581,0.314969,0.436016,0.574548,0.259579,1.297577,0.415911,0.568716,0.315231
Alpha1_4,3_1_2,25,SideRight,-0.621749,0.296164,-1.913911,0.192472,-0.821599,-0.605854,-0.404980,0.416618,2.106382,0.476341,-0.331293,-0.062538
Alpha1_4,3_1_2,25,Leeward,-0.600052,0.102214,-1.124686,-0.273278,-0.664578,-0.597921,-0.530805,0.133773,0.851408,0.170342,-0.276038,0.386836
Alpha1_4,3_1_2,25,SideLeft,-0.637075,0.181157,-1.770296,-0.199002,-0.728547,-0.605417,-0.511701,0.216846,1.571294,0.284358,-1.162537,2.207499
Alpha1_4,3_1_2,30,Windward,0.441795,0.183300,-0.117226,1.258547,0.306591,0.427165,0.562307,0.255716,1.375773,0.414897,0.444791,0.143325
Alpha1_4,3_1_2,30,SideRight,-0.490640,0.284967,-1.695797,0.487677,-0.671604,-0.467175,-0.302642,0.368962,2.183474,0.580806,-0.283678,0.316018
Alpha1_4,3_1_2,30,Leeward,-0.649770,0.098549,-1.043369,-0.360474,-0.714403,-0.644902,-0.578345,0.136058,0.682895,0.151668,-0.336096,0.007430
Alpha1_4,3_1_2,30,SideLeft,-0.618564,0.163439,-1.673603,-0.166188,-0.696493,-0.589107,-0.507702,0.188791,1.507415,0.264223,-1.300923,3.046714
Alpha1_4,3_1_2,35,Windward,0.377854,0.176941,-0.047530,1.210392,0.246618,0.357437,0.494601,0.247983,1.257922,0.468278,0.598285,0.428463
Alpha1_4,3_1_2,35,SideRight,-0.291431,0.267926,-1.456482,0.525871,-0.456272,-0.282628,-0.108774,0.347498,1.982353,0.919346,-0.285645,0.303779
Alpha1_4,3_1_2,35,Leeward,-0.660197,0.106167,-1.145123,-0.354665,-0.726554,-0.652170,-0.584375,0.142179,0.790458,0.160811,-0.470070,0.356231
Alpha1_4,3_1_2,35,SideLeft,-0.580960,0.135847,-1.405743,-0.249465,-0.645722,-0.562561,-0.488183,0.157539,1.156277,0.233832,-1.195592,2.713847
Alpha1_4,3_1_2,40,Windward,0.340747,0.167228,-0.085889,1.158853,0.215854,0.319861,0.449867,0.234013,1.244743,0.490769,0.602542,0.329159
Alpha1_4,3_1_2,40,SideRight,-0.127926,0.228623,-1.171934,0.702615,-0.273812,-0.116815,0.022515,0.296327,1.874549,1.787147,-0.264823,0.663565
Alpha1_4,3_1_2,40,Leeward,-0.647719,0.106595,-1.064673,-0.336526,-0.708398,-0.635884,-0.573280,0.135118,0.728147,0.164570,-0.609064,0.508573
Alpha1_4,3_1_2,40,SideLeft,-0.554463,0.118135,-1.308375,-0.196987,-0.616771,-0.537737,-0.473985,0.142786,1.111388,0.213062,-0.981035,1.921450
Alpha1_4,3_1_2,45,Windward,0.281346,0.151276,-0.163310,0.957490,0.172924,0.266399,0.372806,0.199882,1.120800,0.537687,0.587568,0.576333
Alpha1_4,3_1_2,45,SideRight,0.033683,0.211647,-0.771611,0.870745,-0.103371,0.028148,0.167853,0.271224,1.642357,6.283550,0.087780,0.322502
Alpha1_4,3_1_2,45,Leeward,-0.670228,0.110414,-1.190626,-0.376260,-0.733747,-0.658322,-0.590907,0.142840,0.814366,0.164741,-0.735107,0.843088
Alpha1_4,3_1_2,45,SideLeft,-0.549798,0.102515,-1.041013,-0.265004,-0.609266,-0.539256,-0.477882,0.131384,0.776009,0.186458,-0.702647,1.001371
Alpha1_4,3_1_2,50,Windward,0.226547,0.147138,-0.204981,0.960966,0.120111,0.215367,0.320101,0.199990,1.165947,0.649482,0.542471,0.604210
Alpha1_4,3_1_2,50,SideRight,0.133586,0.197383,-0.617961,0.923880,0.001226,0.118805,0.252587,0.251361,1.541841,1.477571,0.341988,0.311843
Alpha1_4,3_1_2,50,Leeward,-0.687726,0.103800,-1.132122,-0.409763,-0.749135,-0.676558,-0.614968,0.134168,0.722359,0.150932,-0.593072,0.423704
Alpha1_4,3_1_2,50,SideLeft,-0.546572,0.096281,-1.017338,-0.238046,-0.600696,-0.538466,-0.481752,0.118944,0.779292,0.176154,-0.579815,0.863871
Alpha1_4,3_1_2,55,Windward,0.166773,0.131532,-0.262855,0.748260,0.072087,0.157022,0.247930,0.175843,1.011115,0.788689,0.443133,0.214601
Alpha1_4,3_1_2,55,SideRight,0.254527,0.190753,-0.287067,1.218077,0.120965,0.239234,0.374423,0.253457,1.505144,0.749440,0.364603,0.170340
Alpha1_4,3_1_2,55,Leeward,-0.700004,0.122348,-1.226135,-0.358950,-0.774910,-0.685754,-0.611148,0.163763,0.867185,0.174782,-0.605847,0.310095
Alpha1_4,3_1_2,55,SideLeft,-0.529618,0.100511,-1.053239,-0.237487,-0.591808,-0.520059,-0.455803,0.136005,0.815752,0.189780,-0.572160,0.427754
Alpha1_4,3_1_2,60,Windward,0.081842,0.123128,-0.334445,0.579646,-0.004017,0.073492,0.158140,0.162157,0.914091,1.504460,0.376767,0.268935
Alpha1_4,3_1_2,60,SideRight,0.304415,0.204157,-0.214685,1.245502,0.155901,0.282420,0.428860,0.272959,1.460188,0.670653,0.591886,0.298987
Alpha1_4,3_1_2,60,Leeward,-0.737721,0.127772,-1.356580,-0.400545,-0.816303,-0.726100,-0.644361,0.171942,0.956035,0.173198,-0.570960,0.429721
