Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,-0.588656,0.133093,-0.574309,-0.665421,-0.492094,-1.112371,-0.245935,0.173327,0.866436,0.226097,-0.619904,0.223951
Leeward,-0.266325,0.109367,-0.263292,-0.332639,-0.195679,-0.764004,0.151308,0.136960,0.915312,0.410651,-0.231895,1.128963
SideRight,0.513273,0.230834,0.493770,0.341378,0.661322,-0.042988,1.713386,0.319945,1.756374,0.449730,0.525996,0.264005
SideLeft,-0.313069,0.068282,-0.304603,-0.354174,-0.264345,-0.641444,-0.092659,0.089830,0.548785,0.218106,-0.685068,0.718107
