Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.441795,0.183300,0.427165,0.306591,0.562307,-0.117226,1.258547,0.255716,1.375773,0.414897,0.444791,0.143325
Leeward,-0.649770,0.098549,-0.644902,-0.714403,-0.578345,-1.043369,-0.360474,0.136058,0.682895,0.151668,-0.336096,0.007430
SideRight,-0.490640,0.284967,-0.467175,-0.671604,-0.302642,-1.695797,0.487677,0.368962,2.183474,0.580806,-0.283678,0.316018
SideLeft,-0.618564,0.163439,-0.589107,-0.696493,-0.507702,-1.673603,-0.166188,0.188791,1.507415,0.264223,-1.300923,3.046714
