Facade,Mean,Std Dev,Median,P25,P75,Min,Max,IQR,Range,CV,Skewness,Kurtosis
Windward,0.528982,0.165064,0.522842,0.412309,0.629933,0.078309,1.140894,0.217623,1.062585,0.312041,0.372497,0.114792
Leeward,-0.586683,0.100269,-0.577559,-0.646310,-0.517934,-1.133966,-0.266973,0.128376,0.866994,0.170908,-0.684656,1.337511
SideRight,-0.703176,0.183565,-0.677550,-0.797500,-0.578064,-1.763243,-0.255834,0.219436,1.507409,0.261051,-1.064101,2.181892
SideLeft,-0.752311,0.206564,-0.724919,-0.870572,-0.608878,-1.799745,-0.221191,0.261695,1.578554,0.274573,-0.848163,1.239887
