alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,3_1_4,0,Windward,0.528982,0.165064,0.078309,1.140894,0.412309,0.522842,0.629933,0.217623,1.062585,0.312041,0.372497,0.114792
Alpha1_4,3_1_4,0,SideRight,-0.703176,0.183565,-1.763243,-0.255834,-0.797500,-0.677550,-0.578064,0.219436,1.507409,0.261051,-1.064101,2.181892
Alpha1_4,3_1_4,0,Leeward,-0.586683,0.100269,-1.133966,-0.266973,-0.646310,-0.577559,-0.517934,0.128376,0.866994,0.170908,-0.684656,1.337511
Alpha1_4,3_1_4,0,SideLeft,-0.752311,0.206564,-1.799745,-0.221191,-0.870572,-0.724919,-0.608878,0.261695,1.578554,0.274573,-0.848163,1.239887
Alpha1_4,3_1_4,5,Windward,0.505845,0.160905,0.051552,1.166953,0.392487,0.494143,0.604762,0.212276,1.115401,0.318091,0.442400,0.181231
Alpha1_4,3_1_4,5,SideRight,-0.699619,0.179631,-1.628591,-0.226221,-0.792197,-0.674711,-0.579928,0.212269,1.402370,0.256755,-0.867987,1.321415
Alpha1_4,3_1_4,5,Leeward,-0.554884,0.095100,-1.040729,-0.256174,-0.607448,-0.546568,-0.492002,0.115446,0.784555,0.171387,-0.623562,1.097141
Alpha1_4,3_1_4,5,SideLeft,-0.695772,0.184541,-1.880599,-0.195358,-0.798647,-0.667363,-0.566766,0.231881,1.685242,0.265232,-0.951459,1.797905
Alpha1_4,3_1_4,10,Windward,0.525460,0.165927,0.087941,1.095868,0.405191,0.509227,0.633200,0.228009,1.007927,0.315775,0.388697,-0.171845
Alpha1_4,3_1_4,10,SideRight,-0.747667,0.198366,-1.732113,-0.219301,-0.860043,-0.724611,-0.606194,0.253849,1.512812,0.265314,-0.742029,0.753299
Alpha1_4,3_1_4,10,Leeward,-0.570691,0.095798,-1.029440,-0.322236,-0.627768,-0.559629,-0.502526,0.125241,0.707204,0.167864,-0.696599,0.743199
Alpha1_4,3_1_4,10,SideLeft,-0.684729,0.190514,-2.032103,-0.250122,-0.773405,-0.653131,-0.558369,0.215036,1.781981,0.278233,-1.398418,3.827329
Alpha1_4,3_1_4,15,Windward,0.535479,0.160091,0.106973,1.109252,0.423448,0.516190,0.630367,0.206919,1.002279,0.298967,0.545513,0.190906
Alpha1_4,3_1_4,15,SideRight,-0.790287,0.218027,-1.899794,-0.198363,-0.921696,-0.765172,-0.635186,0.286509,1.701431,0.275883,-0.612865,0.491642
Alpha1_4,3_1_4,15,Leeward,-0.584637,0.105177,-1.024894,-0.277252,-0.646190,-0.573027,-0.509752,0.136438,0.747641,0.179901,-0.598229,0.347860
Alpha1_4,3_1_4,15,SideLeft,-0.679848,0.187075,-1.690198,-0.251406,-0.771881,-0.642013,-0.549911,0.221971,1.438792,0.275173,-1.264187,2.445740
Alpha1_4,3_1_4,20,Windward,0.498187,0.158284,0.076025,1.320931,0.385245,0.488448,0.598874,0.213629,1.244906,0.317720,0.401864,0.288324
Alpha1_4,3_1_4,20,SideRight,-0.743274,0.225225,-1.785384,-0.018486,-0.884764,-0.730856,-0.589821,0.294944,1.766898,0.303018,-0.366933,0.390164
Alpha1_4,3_1_4,20,Leeward,-0.553144,0.094150,-1.181287,-0.297947,-0.605761,-0.545454,-0.487974,0.117786,0.883340,0.170210,-0.863300,2.156010
Alpha1_4,3_1_4,20,SideLeft,-0.636553,0.172861,-2.255200,-0.301172,-0.708403,-0.602708,-0.524496,0.183907,1.954027,0.271558,-2.016168,8.768124
