alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,3_1_4,25,Windward,0.475140,0.154616,0.047737,1.143142,0.367655,0.466513,0.574192,0.206537,1.095406,0.325412,0.335255,0.183076
Alpha1_4,3_1_4,25,SideRight,-0.631948,0.244171,-1.839722,0.089892,-0.794933,-0.630333,-0.455639,0.339294,1.929614,0.386378,-0.226082,0.017348
Alpha1_4,3_1_4,25,Leeward,-0.535732,0.079708,-0.844690,-0.303218,-0.586298,-0.531098,-0.478920,0.107378,0.541472,0.148784,-0.342530,0.058628
Alpha1_4,3_1_4,25,SideLeft,-0.601323,0.132284,-1.514905,-0.271092,-0.670188,-0.579410,-0.511413,0.158775,1.243813,0.219988,-1.562838,5.527659
Alpha1_4,3_1_4,30,Windward,0.443973,0.143156,0.047995,0.996248,0.338996,0.435777,0.540746,0.201750,0.948254,0.322443,0.290855,-0.149090
Alpha1_4,3_1_4,30,SideRight,-0.460777,0.235711,-1.477987,0.249571,-0.613344,-0.452151,-0.298521,0.314823,1.727558,0.511551,-0.237399,0.026980
Alpha1_4,3_1_4,30,Leeward,-0.537041,0.071537,-0.834852,-0.312385,-0.580584,-0.530105,-0.486899,0.093685,0.522467,0.133205,-0.475847,0.321525
Alpha1_4,3_1_4,30,SideLeft,-0.589736,0.115996,-1.670003,-0.305302,-0.647225,-0.573764,-0.512093,0.135133,1.364700,0.196691,-1.536580,6.664672
Alpha1_4,3_1_4,35,Windward,0.401877,0.141878,-0.027688,0.927111,0.301514,0.387707,0.491043,0.189529,0.954799,0.353037,0.408035,-0.017323
Alpha1_4,3_1_4,35,SideRight,-0.237428,0.209514,-1.219213,0.396659,-0.373676,-0.223664,-0.091917,0.281759,1.615871,0.882432,-0.300699,0.121317
Alpha1_4,3_1_4,35,Leeward,-0.524745,0.075872,-0.932535,-0.305491,-0.567484,-0.518085,-0.472088,0.095396,0.627044,0.144588,-0.669161,0.958125
Alpha1_4,3_1_4,35,SideLeft,-0.567626,0.106748,-1.263526,-0.288729,-0.625518,-0.553467,-0.493673,0.131845,0.974797,0.188061,-0.990002,2.075669
Alpha1_4,3_1_4,40,Windward,0.400415,0.148925,0.022755,1.059049,0.289412,0.387805,0.496969,0.207557,1.036294,0.371927,0.459775,0.079132
Alpha1_4,3_1_4,40,SideRight,-0.053675,0.183234,-0.678863,0.623014,-0.173682,-0.054051,0.070683,0.244365,1.301877,3.413773,-0.050996,0.086582
Alpha1_4,3_1_4,40,Leeward,-0.531509,0.075536,-0.832344,-0.323792,-0.578508,-0.525840,-0.477453,0.101055,0.508552,0.142115,-0.484545,0.287128
Alpha1_4,3_1_4,40,SideLeft,-0.550136,0.108923,-1.237372,-0.282221,-0.604664,-0.535433,-0.478542,0.126122,0.955151,0.197992,-1.159577,2.887097
Alpha1_4,3_1_4,45,Windward,0.293852,0.124585,-0.129506,0.794723,0.203022,0.285774,0.372951,0.169929,0.924229,0.423973,0.368922,0.029774
Alpha1_4,3_1_4,45,SideRight,0.087006,0.159187,-0.624617,0.645751,-0.012977,0.090954,0.189967,0.202943,1.270368,1.829597,-0.160095,0.405425
Alpha1_4,3_1_4,45,Leeward,-0.543203,0.081292,-0.886153,-0.319744,-0.589666,-0.533969,-0.485560,0.104106,0.566408,0.149654,-0.584939,0.180456
Alpha1_4,3_1_4,45,SideLeft,-0.545547,0.114384,-1.200869,-0.305828,-0.595437,-0.528665,-0.470748,0.124689,0.895041,0.209668,-1.383371,3.323893
Alpha1_4,3_1_4,50,Windward,0.257992,0.117119,-0.103651,0.712541,0.172403,0.247611,0.337547,0.165144,0.816192,0.453964,0.355706,-0.143603
Alpha1_4,3_1_4,50,SideRight,0.211981,0.144055,-0.435878,0.866238,0.117672,0.204823,0.297602,0.179930,1.302115,0.679566,0.317621,0.721237
Alpha1_4,3_1_4,50,Leeward,-0.546148,0.076337,-0.812227,-0.302861,-0.595666,-0.542558,-0.493613,0.102053,0.509366,0.139774,-0.191733,-0.102731
Alpha1_4,3_1_4,50,SideLeft,-0.508610,0.092802,-1.121262,-0.264486,-0.558947,-0.496867,-0.446016,0.112931,0.856776,0.182463,-0.899961,1.943100
Alpha1_4,3_1_4,55,Windward,0.174556,0.105455,-0.112495,0.541567,0.095726,0.165148,0.244292,0.148566,0.654062,0.604136,0.383226,-0.243718
Alpha1_4,3_1_4,55,SideRight,0.270481,0.137650,-0.167754,0.874711,0.171685,0.253158,0.361736,0.190051,1.042465,0.508908,0.489891,0.248917
Alpha1_4,3_1_4,55,Leeward,-0.544329,0.080613,-0.909700,-0.327769,-0.592046,-0.536263,-0.487809,0.104237,0.581931,0.148096,-0.637370,0.701699
Alpha1_4,3_1_4,55,SideLeft,-0.471796,0.081980,-0.925795,-0.247622,-0.520904,-0.463939,-0.413381,0.107523,0.678173,0.173762,-0.591653,0.524315
Alpha1_4,3_1_4,60,Windward,0.106204,0.098607,-0.253050,0.459474,0.037766,0.103876,0.172991,0.135225,0.712524,0.928467,0.105340,-0.018335
Alpha1_4,3_1_4,60,SideRight,0.360339,0.150069,-0.120190,1.058002,0.252217,0.348595,0.456968,0.204752,1.178193,0.416466,0.443857,0.419529
Alpha1_4,3_1_4,60,Leeward,-0.596606,0.093847,-1.037477,-0.309894,-0.649604,-0.588868,-0.533517,0.116087,0.727584,0.157301,-0.591833,0.960929
Alpha1_4,3_1_4,60,SideLeft,-0.467957,0.079017,-0.855360,-0.232674,-0.515121,-0.459156,-0.413964,0.101157,0.622686,0.168855,-0.553172,0.582998
Alpha1_4,3_1_4,65,Windward,0.041894,0.095559,-0.281201,0.382803,-0.023152,0.039403,0.103487,0.126640,0.664004,2.280949,0.115442,-0.032302
Alpha1_4,3_1_4,65,SideRight,0.413342,0.160292,-0.038843,1.041546,0.296853,0.410670,0.520666,0.223812,1.080389,0.387795,0.266955,-0.085663
Alpha1_4,3_1_4,65,Leeward,-0.611674,0.102140,-1.032334,-0.291617,-0.677613,-0.604871,-0.539310,0.138303,0.740717,0.166984,-0.318356,-0.016120
Alpha1_4,3_1_4,65,SideLeft,-0.432699,0.071422,-0.766123,-0.222872,-0.476829,-0.427775,-0.383500,0.093328,0.543251,0.165062,-0.379710,0.230549
Alpha1_4,3_1_4,70,Windward,-0.045614,0.083072,-0.340204,0.300156,-0.099297,-0.045953,0.007553,0.106850,0.640360,1.821210,0.061203,0.344339
Alpha1_4,3_1_4,70,SideRight,0.444648,0.148607,0.048362,0.993883,0.333627,0.433370,0.544787,0.211160,0.945521,0.334212,0.358599,-0.184022
Alpha1_4,3_1_4,70,Leeward,-0.618143,0.106037,-0.993048,-0.261134,-0.687995,-0.614399,-0.542913,0.145082,0.731914,0.171541,-0.214488,-0.070659
Alpha1_4,3_1_4,70,SideLeft,-0.397140,0.069447,-0.644718,-0.142827,-0.443646,-0.396494,-0.351051,0.092594,0.501891,0.174868,-0.051720,0.018316
Alpha1_4,3_1_4,75,Windward,-0.114602,0.091975,-0.504269,0.191948,-0.175074,-0.111386,-0.049979,0.125096,0.696217,0.802563,-0.189986,-0.104815
Alpha1_4,3_1_4,75,SideRight,0.477255,0.160788,0.052877,1.129238,0.364024,0.465252,0.572551,0.208527,1.076361,0.336902,0.513664,0.415253
Alpha1_4,3_1_4,75,Leeward,-0.635285,0.113818,-1.116802,-0.329677,-0.706514,-0.627011,-0.556237,0.150277,0.787125,0.179161,-0.428771,0.263067
Alpha1_4,3_1_4,75,SideLeft,-0.351312,0.068202,-0.638495,-0.101115,-0.393127,-0.345423,-0.303961,0.089167,0.537379,0.194135,-0.449127,0.410879
Alpha1_4,3_1_4,80,Windward,-0.200329,0.093979,-0.610531,0.136674,-0.259316,-0.194552,-0.135908,0.123409,0.747206,0.469125,-0.305083,0.279155
Alpha1_4,3_1_4,80,SideRight,0.498262,0.170155,-0.011344,1.227543,0.375338,0.483217,0.608941,0.233603,1.238887,0.341497,0.417026,0.152975
Alpha1_4,3_1_4,80,Leeward,-0.637031,0.141881,-1.257588,-0.249366,-0.723850,-0.619832,-0.537210,0.186640,1.008222,0.222722,-0.627075,0.510718
Alpha1_4,3_1_4,80,SideLeft,-0.307833,0.069173,-0.702699,-0.091965,-0.348803,-0.299652,-0.258761,0.090042,0.610734,0.224710,-0.741141,1.264250
Alpha1_4,3_1_4,85,Windward,-0.289829,0.094232,-0.756440,-0.000034,-0.347557,-0.286579,-0.224393,0.123163,0.756405,0.325131,-0.388430,0.627485
Alpha1_4,3_1_4,85,SideRight,0.508487,0.157093,0.039725,1.084704,0.396927,0.499575,0.611350,0.214423,1.044979,0.308941,0.266835,-0.076071
Alpha1_4,3_1_4,85,Leeward,-0.570621,0.120137,-1.029966,-0.218028,-0.650413,-0.564100,-0.486376,0.164037,0.811938,0.210537,-0.272389,-0.016465
Alpha1_4,3_1_4,85,SideLeft,-0.262066,0.049400,-0.475532,-0.102956,-0.294147,-0.259210,-0.227864,0.066283,0.372576,0.188503,-0.284960,0.116015
Alpha1_4,3_1_4,90,Windward,-0.423470,0.101677,-0.823940,-0.101345,-0.483176,-0.412095,-0.349926,0.133250,0.722595,0.240104,-0.608044,0.361406
Alpha1_4,3_1_4,90,SideRight,0.491102,0.161105,0.076889,1.123134,0.373465,0.477463,0.593994,0.220529,1.046245,0.328047,0.451860,0.092018
Alpha1_4,3_1_4,90,Leeward,-0.479845,0.116995,-1.063906,-0.118195,-0.553542,-0.472902,-0.400146,0.153396,0.945711,0.243818,-0.335892,0.335541
Alpha1_4,3_1_4,90,SideLeft,-0.259378,0.041750,-0.430660,-0.104046,-0.286612,-0.258165,-0.230718,0.055894,0.326614,0.160961,-0.147254,-0.013960
Alpha1_4,3_1_4,95,Windward,-0.538779,0.107340,-0.928331,-0.226458,-0.609722,-0.528844,-0.462975,0.146747,0.701873,0.199228,-0.325276,-0.150323
Alpha1_4,3_1_4,95,SideRight,0.493744,0.158603,0.032883,1.043611,0.380258,0.485800,0.597077,0.216819,1.010728,0.321226,0.291404,-0.011009
Alpha1_4,3_1_4,95,Leeward,-0.344505,0.105618,-0.747721,-0.009256,-0.413004,-0.341526,-0.270299,0.142705,0.738464,0.306581,-0.225168,0.035918
Alpha1_4,3_1_4,95,SideLeft,-0.263192,0.044268,-0.449111,-0.101765,-0.291711,-0.261298,-0.232390,0.059320,0.347347,0.168198,-0.228609,0.049908
Alpha1_4,3_1_4,100,Windward,-0.633286,0.129946,-1.132271,-0.305573,-0.716386,-0.619313,-0.540239,0.176147,0.826698,0.205193,-0.442999,-0.068295
Alpha1_4,3_1_4,100,SideRight,0.488165,0.182816,0.025505,1.257021,0.351338,0.472464,0.609381,0.258044,1.231516,0.374497,0.432542,-0.055409
Alpha1_4,3_1_4,100,Leeward,-0.256718,0.108669,-0.753653,0.086233,-0.325033,-0.248569,-0.181591,0.143442,0.839886,0.423300,-0.429804,0.355286
Alpha1_4,3_1_4,100,SideLeft,-0.307182,0.059949,-0.559132,-0.122514,-0.344476,-0.301103,-0.264610,0.079866,0.436618,0.195157,-0.461623,0.169118
